SAMPLE_ID,TISSUE_ID,REGO,VOUCHER,ALTERNATIVE_ID,GENUS,SPECIES,UPDATED_SP,REGION,LOCATION,STATE,LAT,LON,VoucherNotes
WAMR_117032_Le_macr,WAM_R117032,WAM117032,WAMR_117032,NA,Lerista,macropisthopus,macropisthopus,Australia,23KM ESE OVERLANDER ROADHOUSE,WA,-26.6,114.5333,3153
WAMR_117161_Ct_cate,WAM_R117161,WAM117161,WAMR_117161,CATEW117161,Ctenotus,catenifer,catenifer,Australia,EMU POINT,WA,-35,117.95,NA
WAMR_117165_Le_trid,WAM_R117165,WAM117165,WAMR_117165,NA,Lerista,tridactyla,tridactyla,Australia,5KM SSE ZANTHUS,WA,-31.0666,123.5833,6870.35
WAMR_117169_Le_punc,WAM_R117169,WAM117169,WAMR_117169,NA,Lerista,puncticauda,puncticauda,Australia,24KM NNE QUEEN VICTORIA SPRING,WA,-30.125,123.1917,66735.7
WAMR_117238_Le_dese,WAM_R117238,WAM117238,WAMR_117238,NA,Lerista,desertorum,desertorum,Australia,24KM NNE QUEEN VICTORIA SPRING,WA,-30.2166,123.6333,NA
WAMR_117239_Le_punc,WAM_R117239,WAM117239,WAMR_117239,NA,Lerista,puncticauda,puncticauda,Australia,24KM NNE QUEEN VICTORIA SPRING,WA,-30.2166,123.6333,NA
WAMR_117244_Le_bipe,WAM_R117244,WAM117244,WAMR_117244,NA,Lerista,bipes,bipes,Australia,QUEEN VICTORIA SPRING,WA,-30.217,123.6333,NA
WAMR_117303_Ct_leon,WAM_R117303,WAM117303,WAMR_117303,LEONW117303,Ctenotus,leonhardii,leonhardii,Australia,YALGOO,WA,-28.35,116.683333,NA
WAMR_117306_Le_gerr,WAM_R117306,WAM117306,WAMR_117306,NA,Lerista,gerrardii,gerrardii,Australia,19KM N PAYNES FIND,WA,-29.9166,117.7,NA
WAMR_117372_Le_gerr,WAM_R117372,WAM117372,WAMR_117372,NA,Lerista,gerrardii,gerrardii,Australia,TOOMEY HILLS,WA,-31.6,119.8075,7WO2
WAMR_117679_Ct_saxa,WAM_R117679,WAM117679,WAMR_117679,SAXAW117679,Ctenotus,saxatilis,superciliaris,Australia,VARANUS ISLAND,WA,-20.567,115.566667,NA
WAMR_117938_Le_walk,WAM_R117938,WAM117938,WAMR_117938,NA,Lerista,walkeri,walkeri,Australia,FENELON ISLAND,WA,-14.1377,125.6986,NA
WAMR_119064_Le_plan,WAM_R119064,WAM119064,WAMR_119064,NA,Lerista,planiventralis,planiventralis,Australia,"WINDERBANDI BAY,CAPE RANGE",WA,-22.5,113.7167,NA
WAMR_119182_Le_kend,WAM_R119182,WAM119182,WAMR_119182,NA,Lerista,kendricki,kendricki,Australia,2 KM SE NILEMAH OUTSTATION,WA,-26.4333,114.0667,NA
WAMR_119683_Ct_deca,WAM_R119683,WAM119683,WAMR_119683,DECAW119683,Ctenotus,decaneurus,decaneurus,Australia,EMMA GORGE,WA,-15.833,128.033333,NA
WAMR_119711_Ct_pian,WAM_R119711,WAM119711,WAMR_119711,PIANW119711,Ctenotus,piankai,rhabdotus,Australia,EMMA GORGE,WA,-15.833,128.0333,NA
WAMR_119774_Ct_leon,WAM_R119774,WAM119774,WAMR_119774,LEONW119774,Ctenotus,leonhardii,leonhardii,Australia,WARBURTON,WA,-26.133,126.583333,NA
WAMR_119931_Ct_duri,WAM_R119931,WAM119931,WAMR_119931,DURIW119931,Ctenotus,duricola,pallasotus,Australia,MT BROCKMAN,WA,-22.467,117.3,NA
WAMR_119955_Ct_pian,WAM_R119955,WAM119955,WAMR_119955,PIANW119955,Ctenotus,piankai,piankai,Australia,WOODIE WOODIE MINE,WA,-21.667,121.5833,NA
WAMR_119962_Ct_pant,WAM_R119962,WAM119962,WAMR_119962,PANTW119962,Ctenotus,pantherinus,pantherinus,Australia,WOODIE WOODIE MINE,WA,-21.667,121.583333,NA
WAMR_120069_Le_ziet,WAM_R120069,WAM120069,WAMR_120069,NA,Lerista,zietzi,zietzi,Australia,50KM E  NEWMAN(JIMBLEBAR MINE SITE),WA,-23.375,120.1417,B2
WAMR_120323_Le_eleg,WAM_R120323,WAM120323,WAMR_120323,NA,Lerista,elegans,elegans,Australia,9KM E CAPE CUVIER,WA,-24.223,113.4914,R16
WAMR_120327_Le_line,WAM_R120327,WAM120327,WAMR_120327,NA,Lerista,lineopunctulata,lineopunctulata,Australia,9KM E CAPE CUVIER,WA,-24.223,113.4914,R29
WAMR_120372_Le_prae,WAM_R120372,WAM120372,WAMR_120372,NA,Lerista,praepedita,praepedita,Australia,6KM NNE CAPE CUVIER,WA,-24.193,113.4553,R08
WAMR_120425_Le_eleg,WAM_R120425,WAM120425,WAMR_120425,NA,Lerista,elegans,elegans,Australia,40KM SSE CARNARVON,WA,-25.1258,113.8228,R01
WAMR_120517_Le_kenn,WAM_R120517,WAM120517,WAMR_120517,NA,Lerista,kennedyensis,kennedyensis,Australia,KENNEDY RANGE NATIONAL PARK,WA,-24.493,115.0306,R33
WAMR_120587_Le_conn,WAM_R120587,WAM120587,WAMR_120587,NA,Lerista,connivens,connivens,Australia,18KM N BOOLATHANA HOMESTEAD,WA,-24.413,113.7067,R22
WAMR_120829_Le_micr,WAM_R120829,WAM120829,WAMR_120829,NA,Lerista,micra,micra,Australia,NEAR PERON HOMESTEAD,WA,-25.8388,113.6064,R36
WAMR_120847_Le_hump,WAM_R120847,WAM120847,WAMR_120847,NA,Lerista,humphriesi,humphriesi,Australia,53KM NNW KALBARRI,WA,-27.2591,114.0675,R15
WAMR_120895_Le_line,WAM_R120895,WAM120895,WAMR_120895,NA,Lerista,lineopunctulata,lineopunctulata,Australia,NERREN NERREN STATION,WA,-27.0058,114.7992,R02
WAMR_120969_Le_vari,WAM_R120969,WAM120969,WAMR_120969,NA,Lerista,varia,varia,Australia,38KM WSW HAMELIN HOMESTEAD,WA,-26.5927,113.8894,R06
WAMR_121393_Le_eleg,WAM_R121393,WAM121393,WAMR_121393,NA,Lerista,elegans,elegans,Australia,KALBARRI,WA,-27.7,114.1667,KA05
WAMR_121920_Le_prae,WAM_R121920,WAM121920,WAMR_121920,NA,Lerista,praepedita,praepedita,Australia,CARRARANG STATION,WA,-26.5269,113.5006,R7
WAMR_122684_Le_gasc,WAM_R122684,WAM122684,WAMR_122684,NA,Lerista,gascoynensis,gascoynensis,Australia,2KM SW MEEDO HOMESTEAD,WA,-25.6805,114.6217,NA
WAMR_122983_Le_eleg,WAM_R122983,WAM122983,WAMR_122983,NA,Lerista,elegans,elegans,Australia,NERREN NERREN STATION,WA,-27.0058,114.7992,NA
WAMR_123019_Le_conn,WAM_R123019,WAM123019,WAMR_123019,NA,Lerista,connivens,connivens,Australia,WOODLEIGH STATION,WA,-26.2169,114.5992,NA
WAMR_123026_Le_gasc,WAM_R123026,WAM123026,WAMR_123026,NA,Lerista,gascoynensis,gascoynensis,Australia,WOODLEIGH STATION,WA,-26.2169,114.5992,NA
WAMR_123209_Le_unid,WAM_R123209,WAM123209,WAMR_123209,NA,Lerista,uniduo,uniduo,Australia,33KM SSE CARNARVON,WA,-25.0777,113.71,NA
WAMR_123614_Le_conn,WAM_R123614,WAM123614,WAMR_123614,NA,Lerista,connivens,connivens,Australia,NEAR PERON HOMESTEAD,WA,-25.8388,113.6064,NA
WAMR_123714_Le_macr,WAM_R123714,WAM123714,WAMR_123714,NA,Lerista,macropisthopus,macropisthopus,Australia,18KM N BOOLATHANA HOMESTEAD,WA,-24.413,113.7067,NA
WAMR_123948_Le_line,WAM_R123948,WAM123948,WAMR_123948,NA,Lerista,lineopunctulata,lineopunctulata,Australia,"POINT MURAT, 12KM N EXMOUTH",WA,-21.7833,114.1833,NA
WAMR_124939_Le_gasc,WAM_R124939,WAM124939,WAMR_124939,NA,Lerista,gascoynensis,gascoynensis,Australia,9KM E GASCOYNE JUNCTION,WA,-25.0552,115.2939,R936
WAMR_125012_Ct_pant,WAM_R125012,WAM125012,WAMR_125012,PANTW125012,Ctenotus,pantherinus,pantherinus,Australia,YANDICOOGINA,WA,-22.732,119.028611,NA
WAMR_125983_Le_yuna,WAM_R125983,WAM125983,WAMR_125983,NA,Lerista,yuna,yuna,Australia,EAST YUNA NATURE RESERVE,WA,-28.4666,115.2167,NA
WAMR_126002_Le_bore,WAM_R126002,WAM126002,WAMR_126002,NA,Lerista,borealis,robustus,Australia,30KM ENE POINT SPRING YARD,NT,-15.3611,129.13,EWP42
WAMR_126010_Ct_rima,WAM_R126010,WAM126010,WAMR_126010,RIMAW126010,Ctenotus,rimacola,rimacola,Australia,MT SEPTIMUS,NA,-15.587,128.996111,NA
WAMR_126015_Ct_rima,WAM_R126015,WAM126015,WAMR_126015,RIMAW126015,Ctenotus,rimacola,rimacola,Australia,"SEPTIMUS, MOUNT",WA,-15.587,128.996111,NA
WAMR_126017_Ct_inor,WAM_R126017,WAM126017,WAMR_126017,INORW126017,Ctenotus,inornatus,inornatus,Australia,KIMBERLEY RESEARCH STATIO,WA,-15.658,128.686389,NA
WAMR_126428_Ct_atla,ABTC69293,WAM126428,WAMR_126428,ATLAA69293,Ctenotus,atlas,atlas,Australia,Bungalbin,WA,-30.283,119.7603,NA
WAMR_127029_Ct_leon,WAM_R127029,WAM127029,WAMR_127029,LEONW127029,Ctenotus,leonhardii,leonhardii,Australia,WHITE TANK WELL,WA,-25.243,119.631389,NA
WAMR_127432_Ct_quat,WAM_R127432,WAM127432,WAMR_127432,QUATW127432,Ctenotus,quattuordecimlineatus,quattuordecimlineatus,Australia,JOANNA SPRINGS,WA,-20.083,123.95,NA
WAMR_127435_Le_bipe,WAM_R127435,WAM127435,WAMR_127435,NA,Lerista,bipes,bipes,Australia,JOANNA SPRINGS,WA,-30.217,123.6333,NA
WAMR_127463_Le_taen,WAM_R127463,WAM127463,WAMR_127463,NA,Lerista,taeniata,taeniata,Australia,14KM EAST ZANTHUS,WA,-31.0333,123.7333,NA
WAMR_127611_Le_dese,WAM_R127611,WAM127611,WAMR_127611,NA,Lerista,desertorum,desertorum,Australia,EULAMINNA MINE,WA,-28.9666,121.7667,NA
WAMR_127680_Le_prae,WAM_R127680,WAM127680,WAMR_127680,NA,Lerista,praepedita,praepedita,Australia,GARDEN ISLAND,WA,-32.2,115.6667,NA
WAMR_127799_Ct_scho,WAM_R127799,WAM127799,WAMR_127799,SCHOW127799,Ctenotus,schomburgkii,schomburgkii,Australia,MOUNT TOM PRICE MINE,WA,-22.808,117.784722,NA
WAMR_129004_Le_micr,WAM_R129004,WAM129004,WAMR_129004,NA,Lerista,microtis,microtis,Australia,SHANNON BASIN,WA,-34.5722,116.3219,3
WAMR_129085_Ct_cate,WAM_R129085,WAM129085,WAMR_129085,CATEW129085,Ctenotus,catenifer,catenifer,Australia,LAKE JASPER,WA,-34.417,115.683333,NA
WAMR_129335_Ct_pant,WAM_R129335,WAM129335,WAMR_129335,PANTW129335,Ctenotus,pantherinus,pantherinus,Australia,GRIFFIN,WA,-21.683,114.816667,NA
WAMR_129581_Ct_ruti,WAM_R129581,WAM129581,WAMR_129581,RUTIW129581,Ctenotus,rutilans,rutilans,Australia,NEWMAN,WA,-22.9,119,NA
WAMR_129863_Ct_pant,WAM_R129863,WAM129863,WAMR_129863,PANTW129863,Ctenotus,pantherinus,pantherinus,Australia,PINDAR,WA,-28.533,115.616667,NA
WAMR_129882_Ct_leon,WAM_R129882,WAM129882,WAMR_129882,NA,Ctenotus,leonhardii,leonhardii,Australia,"MIPPILTJARRA ROCKHOLE, GI",WA,-24.913,126.530278,NA
WAMR_129885_Ct_pant,WAM_R129885,WAM129885,WAMR_129885,PANTW129885,Ctenotus,pantherinus,pantherinus,Australia,"MOUNT HARRIS, GIBSON DESE",WA,-24.909,126.531944,NA
WAMR_129923_Ct_hele,WAM_R129923,WAM129923,WAMR_129923,HELEW129923,Ctenotus,helenae,inornatus,Australia,WEST ANGELAS,WA,-23.25,118.666667,NA
WAMR_129955_Le_bipe,WAM_R129955,WAM129955,WAMR_129955,NA,Lerista,bipes,bipes,Australia,NEAR MOUNT JOEL,WA,-27.2166,121.05,NA
WAMR_129972_Ct_quat,WAM_R129972,WAM129972,WAMR_129972,QUATW129972,Ctenotus,quattuordecimlineatus,quattuordecimlineatus,Australia,MOUNT JOEL,WA,-27.217,121.05,NA
WAMR_129973_Ct_leon,WAM_R129973,WAM129973,WAMR_129973,LEONW129973,Ctenotus,leonhardii,leonhardii,Australia,MOUNT JOEL,WA,-27.217,121.05,NA
WAMR_130254_Le_allo,WAM_R130254,WAM130254,WAMR_130254,NA,Lerista,allochira,allochira,Australia,1.5KM SW VLAMINGH HEAD LIGHTHOUSE,WA,-21.8083,114.1019,NA
WAMR_130255_Le_allo,WAM_R130255,WAM130255,WAMR_130255,NA,Lerista,allochira,allochira,Australia,CAPE RANGE NATIONAL PARK,WA,-22.0961,113.9961,NA
WAMR_131009_Ct_hele,WAM_R131009,WAM131009,WAMR_131009,HELEW131009,Ctenotus,helenae,inornatus,Australia,MILLSTREAM-CHICHESTER NP,WA,-21.19,117.172222,NA
WAMR_131018_Ct_fall,WAM_R131018,WAM131018,WAMR_131018,FALLW131018,Ctenotus,inornatus,inornatus,Australia,HAMELIN HOMESTEAD,WA,-26.567,114.233333,NA
WAMR_131053_Ct_quat,WAM_R131053,WAM131053,WAMR_131053,QUATW131053,Ctenotus,quattuordecimlineatus,quattuordecimlineatus,Australia,KIWIRRKURRA,WA,-22.817,127.75,NA
WAMR_131057_Ct_pant,WAM_R131057,WAM131057,WAMR_131057,PANTW131057,Ctenotus,pantherinus,pantherinus,Australia,KIWIRRKURRA,WA,-22.817,127.75,NA
WAMR_131065_Le_bipe,WAM_R131065,WAM131065,WAMR_131065,NA,Lerista,bipes,bipes,Australia,KIWIRRKURRA,WA,-22.874,127.506667,NA
WAMR_131066_Ct_quat,WAM_R131066,WAM131066,WAMR_131066,QUATW131066,Ctenotus,quattuordecimlineatus,quattuordecimlineatus,Australia,KIWIRRKURRA,WA,-22.817,127.75,NA
WAMR_131371_Ct_hele,WAM_R131371,WAM131371,WAMR_131371,HELEW131371,Ctenotus,helenae,inornatus,Australia,NANUTARRA ROADHOUSE,WA,-22.833,115.033333,NA
WAMR_131771_Le_unid,WAM_R131771,WAM131771,WAMR_131771,NA,Lerista,uniduo,uniduo,Australia,12 KM WNW WANDINA HS,WA,-27.9333,115.5333,NA
WAMR_131785_Ct_leon,WAM_R131785,WAM131785,WAMR_131785,LEONW131785,Ctenotus,leonhardii,leonhardii,Australia,BUTCHERS TRACK,WA,-26.617,115.533333,NA
WAMR_132105_Le_dors,WAM_R132105,WAM132105,WAMR_132105,NA,Lerista,dorsalis,dorsalis,Australia,RAWLINNA,WA,-31.0166,125.3333,NA
WAMR_132476_Le_bipe,WAM_R132476,WAM132476,WAMR_132476,NA,Lerista,bipes,bipes,Australia,VLAMING HEAD,WA,-21.817,114.083333,NA
WAMR_132520_Ct_pant,WAM_R132520,WAM132520,WAMR_132520,PANTW132520,Ctenotus,pantherinus,pantherinus,Australia,BURRUP PENINSULA,WA,-20.677,116.752222,NA
WAMR_132522_Ct_saxa,WAM_R132522,WAM132522,WAMR_132522,SAXAW132522,Ctenotus,saxatilis,superciliaris,Australia,BURRUP PENINSULA,WA,-20.616,116.785,NA
WAMR_132682_Ct_saxa,WAM_R132682,WAM132682,WAMR_132682,SAXAW132682,Ctenotus,saxatilis,superciliaris,Australia,SHAY GAP,WA,-20.616,120.276111,NA
WAMR_132686_Ct_saxa,WAM_R132686,WAM132686,WAMR_132686,NA,Ctenotus,saxatilis,superciliaris,Australia,SHAY GAP,WA,-20.579,120.318611,NA
WAMR_132723_Ct_saxa,WAM_R132723,WAM132723,WAMR_132723,SAXAW132723,Ctenotus,saxatilis,superciliaris,Australia,GOLDSWORTHY,WA,-20.318,119.423333,NA
WAMR_133585_Le_ips,WAM_R133585,WAM133585,WAMR_133585,NA,Lerista,ips,ips,Australia,LAKE MACKAY,WA,-22.4463,128.2925,NA
WAMR_133803_Le_verm,WAM_R133803,WAM133803,WAMR_133803,NA,Lerista,vermicularis,vermicularis,Australia,LAKE MACKAY,WA,-22.4441,128.2908,NA
WAMR_134123_Le_dist,WAM_R134123,WAM134123,WAMR_134123,NA,Lerista,distinguenda,distinguenda,Australia,HYDEN/KONDININ CELLS,WA,-31.5777,118.7389,JKR76
WAMR_134166_Ct_pant,WAM_R134166,WAM134166,WAMR_134166,PANTW134166,Ctenotus,pantherinus,pantherinus,Australia,HYDEN,WA,-31.413,117.754444,NA
WAMR_134410_Le_macr,WAM_R134410,WAM134410,WAMR_134410,NA,Lerista,macropisthopus,macropisthopus,Australia,CAPE RANGE NATIONAL PARK,WA,-22.0961,113.9961,NA
WAMR_135139_Le_dese,WAM_R135139,WAM135139,WAMR_135139,NA,Lerista,desertorum,desertorum,Australia,ROSEMONT,WA,-27.9308,122.3181,NA
WAMR_135152_Le_ips,WAM_R135152,WAM135152,WAMR_135152,NA,Lerista,ips,ips,Australia,NEAR TELFER DOME,WA,-22.1833,122.2667,NA
WAMR_135156_Le_xant,WAM_R135156,WAM135156,WAMR_135156,NA,Lerista,xanthura,xanthura,Australia,NEAR TELFER DOME,WA,-22.1833,122.2667,NA
WAMR_135160_Le_grif,WAM_R135160,WAM135160,WAMR_135160,NA,Lerista,griffini,griffini,Australia,"BROOME BIRD OBSERVATORY, 10KM E BROOME",WA,-17.9666,122.1667,NA
WAMR_135215_Le_pict,WAM_R135215,WAM135215,WAMR_135215,NA,Lerista,picturata,picturata,Australia,23KM NNE NORSEMAN,WA,-32.048,121.8994,ENO26
WAMR_135218_Ct_atla,ABTC69304,WAM135218,WAMR_135218,ATLAA69304,Ctenotus,atlas,atlas,Australia,Jimberlana Hill,WA,-32.14,121.8444,NA
WAMR_135237_Ct_atla,ABTC69306,WAM135237,WAMR_135237,ATLAA69306,Ctenotus,atlas,atlas,Australia,20k NNE Norseman,WA,-32.007,121.8308,NA
WAMR_135241_Le_trid,WAM_R135241,WAM135241,WAMR_135241,NA,Lerista,tridactyla,tridactyla,Australia,20KM NNE NORSEMAN,WA,-32.0066,121.8308,ENO01
WAMR_135379_Ct_pant,WAM_R135379,WAM135379,WAMR_135379,NA,Ctenotus,pantherinus,pantherinus,Australia,MT BROCKMAN STATION,WA,-22.419,117.425556,NA
WAMR_135396_Ct_hele,WAM_R135396,WAM135396,WAMR_135396,HELEW135396,Ctenotus,helenae,inornatus,Australia,MT BROCKMAN STATION,WA,-22.42,117.43,NA
WAMR_135504_Ct_youn,WAM_R135504,WAM135504,WAMR_135504,YOUNW135504,Ctenotus,youngsoni,youngsoni,Australia,FALSE ENTRANCE WELL,WA,-26.383,113.316667,NA
WAMR_135692_Ct_saxa,WAM_R135692,WAM135692,WAMR_135692,SAXAW135692,Ctenotus,saxatilis,superciliaris,Australia,BROOME,WA,-17.983,122.333333,NA
WAMR_135702_Le_micr,WAM_R135702,WAM135702,WAMR_135702,NA,Lerista,microtis,microtis,Australia,KRONKUP RUBBISH TIP; TORBAY ROAD,WA,-35.173,117.6206,NA
WAMR_135911_Le_ips,WAM_R135911,WAM135911,WAMR_135911,NA,Lerista,ips,ips,Australia,6KM E SANDFIRE ROADHOUSE,WA,-19.7666,121.1333,NA
WAMR_135914_Le_bipe,WAM_R135914,WAM135914,WAMR_135914,NA,Lerista,bipes,bipes,Australia,6KM E SANDFIRE ROADHOUSE,WA,-19.7666,121.1333,NA
WAMR_135915_Le_bipe,WAM_R135915,WAM135915,WAMR_135915,NA,Lerista,bipes,bipes,Australia,SANDFIRE ROADHOUSE,WA,-19.767,121.1333,NA
WAMR_135958_Ct_pant,WAM_R135958,WAM135958,WAMR_135958,PANTW135958,Ctenotus,pantherinus,pantherinus,Australia,LITTLE SANDY DESERT,WA,-24.054,120.406667,NA
WAMR_136123_Le_line,WAM_R136123,WAM136123,WAMR_136123,NA,Lerista,lineopunctulata,lineopunctulata,Australia,"EDEL LAND, SHARK BAY",WA,-26.3333,113.3833,NA
WAMR_136246_Le_micr,WAM_R136246,WAM136246,WAMR_136246,NA,Lerista,micra,micra,Australia,MUGGON STATION,WA,-26.7788,115.6278,4
WAMR_136309_Le_conn,WAM_R136309,WAM136309,WAMR_136309,NA,Lerista,connivens,connivens,Australia,MUGGON STATION,WA,-26.7788,115.6278,590
WAMR_136408_Le_dors,WAM_R136408,WAM136408,WAMR_136408,NA,Lerista,dorsalis,dorsalis,Australia,NORSEMAN AREA,WA,-32.2,121.7833,EN022
WAMR_136441_Le_gerr,WAM_R136441,WAM136441,WAMR_136441,NA,Lerista,gerrardii,gerrardii,Australia,YUINMERY STATION,WA,-28.6166,119.0667,NA
WAMR_136457_Ct_atla,ABTC69310,WAM136457,WAMR_136457,ATLAA69310,Ctenotus,atlas,atlas,Australia,Yuinmery Station,WA,-28.617,119.0667,NA
WAMR_136756_Le_macr,WAM_R136756,WAM136756,WAMR_136756,NA,Lerista,macropisthopus,macropisthopus,Australia,LAKE MASON STATION,WA,-27.7127,119.4006,NA
WAMR_137394_Le_gree,WAM_R137394,WAM137394,WAMR_137394,NA,Lerista,greeri,greeri,Australia,"LEICHARDT CAMP, OSMOND RANGE",WA,-17.2666,128.5667,NA
WAMR_137656_Le_aren,WAM_R137656,WAM137656,WAMR_137656,NA,Lerista,arenicola,arenicola,Australia,12KM E WA/SA BORDER,SA,-31.65,129.1167,NA
WAMR_137685_Le_dors,WAM_R137685,WAM137685,WAMR_137685,NA,Lerista,dorsalis,dorsalis,Australia,12KM E WA/SA BORDER,SA,-31.65,129.1167,NA
WAMR_137703_Le_bayn,WAM_R137703,WAM137703,WAMR_137703,NA,Lerista,baynesi,baynesi,Australia,MADURA ROADHOUSE RUBBISH TIP,WA,-31.9,127,NA
WAMR_137717_Le_dors,WAM_R137717,WAM137717,WAMR_137717,NA,Lerista,dorsalis,dorsalis,Australia,MADURA ROADHOUSE RUBBISH TIP,WA,-31.9,127,NA
WAMR_137777_Le_pict,WAM_R137777,WAM137777,WAMR_137777,NA,Lerista,picturata,picturata,Australia,3.5KM EAST BALLADONIA HOMESTEAD,WA,-32.45,123.9167,NA
WAMR_137813_Le_dors,WAM_R137813,WAM137813,WAMR_137813,NA,Lerista,dorsalis,dorsalis,Australia,CORAGINA ROCK,WA,-32.9166,123.5,NA
WAMR_137834_Le_dors,WAM_R137834,WAM137834,WAMR_137834,NA,Lerista,dorsalis,dorsalis,Australia,MUNDRABILLA ROADHOUSE RUBBISH TIP,WA,-31.8,128.2167,NA
WAMR_137919_Le_ips,WAM_R137919,WAM137919,WAMR_137919,NA,Lerista,ips,ips,Australia,TELFER,WA,-21.7611,122.2233,NA
WAMR_137924_Le_verm,WAM_R137924,WAM137924,WAMR_137924,NA,Lerista,vermicularis,vermicularis,Australia,TELFER,WA,-21.7611,122.2289,NA
WAMR_137925_Le_bipe,WAM_R137925,WAM137925,WAMR_137925,NA,Lerista,bipes,bipes,Australia,TELFER,WA,-21.717,122.1683,NA
WAMR_137950_Ct_robu,WAM_R137950,WAM137950,WAMR_137950,ROBUW137950,Ctenotus,robustus,robustus,Australia,KUNUNURRA,WA,-15.589,128.983333,NA
WAMR_138086_Le_pete,WAM_R138086,WAM138086,WAMR_138086,NA,Lerista,petersoni,petersoni,Australia,KOTKA GORGE-MOUNT AUGUSTUS NATIONAL PARK,WA,-24.3166,116.8667,NA
WAMR_139005_Ct_saxa,WAM_R139005,WAM139005,WAMR_139005,NA,Ctenotus,saxatilis,superciliaris,Australia,MANDORA,WA,-19.746,121.4575,NA
WAMR_139069_Le_bipe,WAM_R139069,WAM139069,WAMR_139069,NA,Lerista,bipes,bipes,Australia,MANDORA,WA,-19.779,121.365833,NA
WAMR_139070_Le_bipe,WAM_R139070,WAM139070,WAMR_139070,NA,Lerista,bipes,bipes,Australia,MANDORA,WA,-19.779,121.365833,NA
WAMR_139086_Ct_quat,WAM_R139086,WAM139086,WAMR_139086,QUATW139086,Ctenotus,quattuordecimlineatus,quattuordecimlineatus,Australia,MANDORA,WA,-19.808,121.463889,NA
WAMR_139092_Ct_pant,WAM_R139092,WAM139092,WAMR_139092,NA,Ctenotus,pantherinus,pantherinus,Australia,MANDORA,WA,-19.812,121.473611,NA
WAMR_139164_Ct_serv,WAM_R139164,WAM139164,WAMR_139164,SERVW139164,Ctenotus,serventyi,leonhardii,Australia,DAMPIER,WA,-20.65,116.766667,NA
WAMR_139249_Ct_saxa,WAM_R139249,WAM139249,WAMR_139249,SAXAW139249,Ctenotus,saxatilis,pantherinus,Australia,MEENTHEENA,WA,-21.287,120.459444,NA
WAMR_139286_Ct_rubi,WAM_R139286,WAM139286,WAMR_139286,RUBIW139286,Ctenotus,rubicundus,rubicundus,Australia,MEENTHEENA,WA,-21.225,120.355278,NA
WAMR_139296_Ct_hele,WAM_R139296,WAM139296,WAMR_139296,HELEW139296,Ctenotus,helenae,inornatus,Australia,MEENTHEENA,WA,-21.245,120.322222,NA
WAMR_139391_Ct_duri,WAM_R139391,WAM139391,WAMR_139391,DURIW139391,Ctenotus,duricola,duricola,Australia,MEENTHEENA,WA,-21.204,120.4731,NA
WAMR_139394_Ct_duri,WAM_R139394,WAM139394,WAMR_139394,DURIW139394,Ctenotus,duricola,duricola,Australia,MEENTHEENA,WA,-21.351,120.4469,NA
WAMR_139414_Ct_nigr,WAM_R139414,WAM139414,WAMR_139414,NIGRW139414,Ctenotus,nigrilineatus,nigrilineatus,Australia,MEENTHEENA,WA,-21.287,120.459444,NA
WAMR_139415_Ct_nigr,WAM_R139415,WAM139415,WAMR_139415,NIGRW139415,Ctenotus,nigrilineatus,nigrilineatus,Australia,MEENTHEENA,WA,-21.29,120.466389,NA
WAMR_139423_Ct_duri,WAM_R139423,WAM139423,WAMR_139423,NA,Ctenotus,duricola,pallasotus,Australia,MOUNT MINNIE,WA,-21.373,115.3733,NA
WAMR_139425_Le_onsl,WAM_R139425,WAM139425,WAMR_139425,NA,Lerista,onsloviana,onsloviana,Australia,MOUNT MINNIE,WA,-21.8744,115.1561,NA
WAMR_139523_Ct_hele,WAM_R139523,WAM139523,WAMR_139523,HELEW139523,Ctenotus,helenae,inornatus,Australia,GIRALIA,WA,-22.826,114.444722,NA
WAMR_139532_Ct_iape,WAM_R139532,WAM139532,WAMR_139532,IAPEW139532,Ctenotus,iapetus,iapetus,Australia,GIRALIA,WA,-22.753,114.513889,NA
WAMR_139534_Le_plan,WAM_R139534,WAM139534,WAMR_139534,NA,Lerista,planiventralis,planiventralis,Australia,GIRALIA STATION,WA,-22.8869,114.5572,NA
WAMR_139536_Le_onsl,WAM_R139536,WAM139536,WAMR_139536,NA,Lerista,onsloviana,onsloviana,Australia,GIRALIA STATION,WA,-22.8869,114.5572,NA
WAMR_140416_Le_dese,WAM_R140416,WAM140416,WAMR_140416,NA,Lerista,desertorum,desertorum,Australia,LEINSTER DOWNS STATION,WA,-28.0316,120.1558,NA
WAMR_140704_Ct_pant,WAM_R140704,WAM140704,WAMR_140704,NA,Ctenotus,pantherinus,pantherinus,Australia,HOPE DOWNS,WA,-22.674,119.416111,NA
WAMR_140720_Ct_hele,WAM_R140720,WAM140720,WAMR_140720,NA,Ctenotus,helenae,inornatus,Australia,HOPE DOWNS,WA,-22.821,119.325833,NA
WAMR_140889_Le_unid,WAM_R140889,WAM140889,WAMR_140889,NA,Lerista,uniduo,uniduo,Australia,URALA STATION,WA,-21.7883,114.8683,NA
WAMR_140925_Le_dors,WAM_R140925,WAM140925,WAMR_140925,NA,Lerista,dorsalis,dorsalis,Australia,27.5KM SSE PEAK ELEANORA,WA,-33.1666,121.2667,NA
WAMR_140983_Ct_mary,WAM_R140983,WAM140983,WAMR_140983,MARYW140983,Ctenotus,maryani,maryani,Australia,URALA STATION,WA,-21.784,114.863889,NA
