SNP,miss_prop
V1874,0.29
V1875,0.36
V1876,0.38
V1877,0.35
V1878,0.12
V1879,0.35
V1880,0.33
V1881,0.17
V1882,0.21
V1883,0.34
V1884,0.88
V1885,0.32
V1886,0.33
V1887,0.31
V1888,0.37
V1889,0.32
V1890,0.32
V1891,0.34
V1892,0.18
V1893,0.11
V1894,0.35
V1895,0.23
V1896,0.24
V1897,0.29
V1898,0.35
V1899,0.35
V1900,0.21
V1901,0.32
V1902,0.33
V1903,0.27
V1904,0.4
V1905,0.17
V1906,0.17
V1907,0.37
V1908,0.22
V1909,0.39
V1910,0.22
V1911,0.35
V1912,0.14
V1913,0.79
V1914,0.35
V1915,0.27
V1916,0.16
V1917,0.33
V1918,0.29
V1919,0.18
V1920,0.25
V1921,0.26
V1922,0.29
V1923,0.37
V1924,0.33
V1925,0.31
V1926,0.06
V1927,0.36
V1928,0.34
V1929,0.25
V1930,0.2
V1931,0.2
V1932,0.2
V1933,0.32
V1934,0.31
V1935,0.38
V1936,0.31
V1937,0.34
V1938,0.36
V1939,0.32
V1940,0.86
V1941,0.35
V1942,0.4
V1943,0.32
V1944,0.27
V1945,0.23
V1946,0.39
V1947,0.23
V1948,0.23
V1949,0.29
V1950,0.17
V1951,0.39
V1952,0.29
V1953,0.2
V1954,0.21
V1955,0.23
V1956,0.33
V1957,0.38
V1958,0.27
V1959,0.35
V1960,0.39
V1961,0.22
V1962,0.39
V1963,0.2
V1964,0.31
V1965,0.35
V1966,0.86
V1967,0.29
V1968,0.23
V1969,0.33
V1970,0.03
V1971,0.39
V1972,0.35
V1973,0.17
V1974,0.85
V1975,0.26
V1976,0.37
V1977,0.4
V1978,0.32
V1979,0.15
V1980,0.17
V1981,0.26
V1982,0.35
V1983,0.85
V1984,0.17
V1985,0.3
V1986,0.21
V1987,0.35
V1988,0.25
V1989,0.19
V1990,0.12
V1991,0.09
V1992,0.31
V1993,0.19
V1994,0.84
V1995,0.31
V1996,0.17
V1997,0.9
V1998,0.39
V1999,0.36
V2000,0.12
V2001,0.35
V2002,0.08
V2003,0.3
V2004,0.38
V2005,0.85
V2006,0.18
V2007,0.37
V2008,0.24
V2009,0.34
V2010,0.38
V2011,0.14
V2012,0.26
V2013,0.4
V2014,0.38
V2015,0.84
V2016,0.17
V2017,0.33
V2018,0.37
V2019,0.84
V2020,0.12
V2021,0.92
V2022,0.36
V2023,0.32
V2024,0.32
V2025,0.19
V2026,0.21
V2027,0.3
V2028,0.86
V2029,0.36
V2030,0.3
V2031,0.37
V2032,0.26
V2033,0.25
V2034,0.23
V2035,0.12
V2036,0.38
V2037,0.94
V2038,0.05
V2039,0.32
V2040,0.17
V2041,0.37
V2042,0.4
V2043,0.23
V2044,0.34
V2045,0.17
V2046,0.33
V2047,0.35
V2048,0.86
V2049,0.38
V2050,0.37
V2051,0.23
V2052,0.3
V2053,0.28
V2054,0.1
V2055,0.85
V2056,0.33
V2057,0.37
V2058,0.32
V2059,0.11
V2060,0.33
V2061,0.33
V2062,0.29
V2063,0.24
V2064,0.38
V2065,0.38
V2066,0.11
V2067,0.87
V2068,0.33
V2069,0.27
V2070,0.22
V2071,0.38
V2072,0.29
V2073,0.24
V2074,0.81
V2075,0.32
V2076,0.31
V2077,0.21
V2078,0.31
V2079,0.36
V2080,0.84
V2081,0.36
V2082,0.32
V2083,0.28
V2084,0.15
V2085,0.32
V2086,0.85
V2087,0.34
V2088,0.39
V2089,0.25
V2090,0.4
V2091,0.85
V2092,0.33
V2093,0.35
V2094,0.08
V2095,0.37
V2096,0.38
V2097,0.21
V2098,0.15
V2099,0.14
V2100,0.29
V2101,0.4
V2102,0.35
V2103,0.32
V2104,0.23
V2105,0.22
V2106,0.31
V2107,0.07
V2108,0.2
V2109,0.11
V2110,0.29
V2111,0.05
V2112,0.1
V2113,0.12
V2114,0.31
V2115,0.15
V2116,0.35
V2117,0.38
V2118,0.31
V2119,0.3
V2120,0.12
V2121,0.22
V2122,0.33
V2123,0.29
V2124,0.38
V2125,0.86
V2126,0.37
V2127,0.33
V2128,0.16
V2129,0.32
V2130,0.26
V2131,0.27
V2132,0.39
V2133,0.14
V2134,0.35
V2135,0.23
V2136,0.16
V2137,0.35
V2138,0.98
V2139,0.11
V2140,0.25
V2141,0.37
V2142,0.35
V2143,0.85
V2144,0.31
V2145,0.08
V2146,0.3
V2147,0.33
V2148,0.25
V2149,0.32
V2150,0.92
V2151,0.34
V2152,0.11
V2153,0.92
V2154,0.23
V2155,0.85
V2156,0.23
V2157,0.37
V2158,0.23
V2159,0.38
V2160,0.25
V2161,0.9
V2162,0.3
V2163,0.26
V2164,0.2
V2165,0.38
V2166,0.23
V2167,0.38
V2168,0.33
V2169,0.13
V2170,0.34
V2171,0.33
V2172,0.3
V2173,0.33
V2174,0.35
V2175,0.29
V2176,0.29
V2177,0.32
V2178,0.34
V2179,0.33
V2180,0.26
V2181,0.39
V2182,0.12
V2183,0.23
V2184,0.14
V2185,0.24
V2186,0.17
V2187,0.06
V2188,0.21
V2189,0.26
V2190,0.33
V2191,0.28
V2192,0.41
V2193,0.11
V2194,0.4
V2195,0.29
V2196,0.21
V2197,0.32
V2198,0.86
V2199,0.23
V2200,0.36
V2201,0.24
V2202,0.31
V2203,0.08
V2204,0.29
V2205,0.89
V2206,0.39
V2207,0.09
V2208,0.25
V2209,0.32
V2210,0.4
V2211,0.08
V2212,0.36
V2213,0.26
V2214,0.12
V2215,0.37
V2216,0.77
V2217,0.08
V2218,0.39
V2219,0.38
V2220,0.37
V2221,0.23
V2222,0.39
V2223,0.14
V2224,0.14
V2225,0.96
V2226,0.36
V2227,0.31
V2228,0.21
V2229,0.37
V2230,0.35
V2231,0.35
V2232,0.37
V2233,0.09
V2234,0.33
V2235,0.35
V2236,0.35
V2237,0.3
V2238,0.15
V2239,0.26
V2240,0.4
V2241,0.29
V2242,0.39
V2243,0.39
V2244,0.64
V2245,0.4
V2246,0.36
V2247,0.35
V2248,0.29
V2249,0.25
V2250,0.1
V2251,0.14
V2252,0.13
V2253,0.05
V2254,0.81
V2255,0.39
V2256,0.32
V2257,0.32
V2258,0.37
V2259,0.35
V2260,0.92
V2261,0.37
V2262,0.3
V2263,0.4
V2264,0.14
V2265,0.28
V2266,0.86
V2267,0.36
V2268,0.34
V2269,0.39
V2270,0.86
V2271,0.38
V2272,0.11
V2273,0.38
V2274,0.28
V2275,0.21
V2276,0.9
V2277,0.25
V2278,0.23
V2279,0.87
V2280,0.12
V2281,0.35
V2282,0.37
V2283,0.29
V2284,0.22
V2285,0.34
V2286,0.35
V2287,0.4
V2288,0.29
V2289,0.86
V2290,0.96
V2291,0.26
V2292,0.39
V2293,0.27
V2294,0.3
V2295,0.86
V2296,0.35
V2297,0.35
V2298,0.36
V2299,0.33
V2300,0.29
V2301,0.14
V2302,0.27
V2303,0.2
V2304,0.24
V2305,0.38
V2306,0.38
V2307,0.38
V2308,0.28
V2309,0.2
V2310,0.86
V2311,0.27
V2312,0.3
V2313,0.39
V2314,0.45
V2315,0.19
V2316,0.3
V2317,0.32
V2318,0.32
V2319,0.33
V2320,0.38
V2321,0.29
V2322,0.33
V2323,0.35
V2324,0.37
V2325,0.39
V2326,0.17
V2327,0.38
V2328,0.38
V2329,0.4
V2330,0.17
V2331,0.35
V2332,0.85
V2333,0.31
V2334,0.26
V2335,0.39
V2336,0.33
V2337,0.39
V2338,0.26
V2339,0.26
V2340,0.38
V2341,0.03
V2342,0.89
V2343,0.2
V2344,0.86
V2345,0.35
V2346,0.09
V2347,0.19
V2348,0.33
V2349,0.21
V2350,0.32
V2351,0.14
V2352,0.25
V2353,0.17
V2354,0.39
V2355,0.23
V2356,0.29
V2357,0.24
V2358,0.36
V2359,0.36
V2360,0.39
V2361,0.98
V2362,0.33
V2363,0.09
V2364,0.27
V2365,0.35
V2366,0.37
V2367,0.29
V2368,0.86
V2369,0.28
V2370,0.39
V2371,0.29
V2372,0.21
V2373,0.26
V2374,0.25
V2375,0.14
V2376,0.12
V2377,0.13
V2378,0.35
V2379,0.34
V2380,0.16
V2381,0.22
V2382,0.06
V2383,0.32
V2384,0.41
V2385,0.12
V2386,0.17
V2387,0.14
V2388,0.38
V2389,0.2
V2390,0.27
V2391,0.27
V2392,0.23
V2393,0.19
V2394,0.27
V2395,0.86
V2396,0.31
V2397,0.31
V2398,0.25
V2399,0.21
V2400,0.32
V2401,0.39
V2402,0.04
V2403,0.2
V2404,0.86
V2405,0.52
V2406,0.24
V2407,0.14
V2408,0.43
V2409,0.99
V2410,0.21
V2411,0.8
V2412,0.38
V2413,0.15
V2414,0.23
V2415,0.99
V2416,0.37
V2417,0.35
V2418,0.87
V2419,0.29
V2420,0.35
V2421,0.23
V2422,0.32
V2423,0.08
V2424,0.29
V2425,0.08
V2426,0.36
V2427,0.36
V2428,0.86
V2429,0.32
V2430,0.17
V2431,0.41
V2432,0.35
V2433,0.32
V2434,0.34
V2435,0.34
V2436,0.39
V2437,0.91
V2438,0.29
V2439,0.37
V2440,0.25
V2441,0.37
V2442,0.02
V2443,0.19
V2444,0.03
V2445,0.69
V2446,0.33
V2447,0.35
V2448,0.15
V2449,0.34
V2450,0.23
V2451,0.37
V2452,0.4
V2453,0.39
V2454,0.19
V2455,0.23
V2456,0.32
V2457,0.27
V2458,0.36
V2459,0.23
V2460,0.82
V2461,0.25
V2462,0.23
V2463,0.28
V2464,0.23
V2465,0.84
V2466,0.39
V2467,0.24
V2468,0.38
V2469,0.08
V2470,0.35
V2471,0.29
V2472,0.3
V2473,0.34
V2474,0.24
V2475,0.32
V2476,0.32
V2477,0.25
V2478,0.11
V2479,0.23
V2480,0.32
V2481,0.29
V2482,0.38
V2483,0.4
V2484,0.29
V2485,0.33
V2486,0.16
V2487,0.3
V2488,0.2
V2489,0.29
V2490,0.97
V2491,0.38
V2492,0.17
V2493,0.05
V2494,0.37
V2495,0.08
V2496,0.37
V2497,0.26
V2498,0.11
V2499,0.29
V2500,0.26
V2501,0.89
V2502,0.32
V2503,0.99
V2504,0.26
V2505,0.15
V2506,0.86
V2507,0.32
V2508,0.37
V2509,0.21
V2510,0.31
V2511,0.35
V2512,0.4
V2513,0.33
V2514,0.39
V2515,0.33
V2516,0.31
V2517,0.35
V2518,0.32
V2519,0.32
V2520,0.86
V2521,0.31
V2522,0.34
V2523,0.37
V2524,0.37
V2525,0.22
V2526,0.37
V2527,0.34
V2528,0.24
V2529,0.32
V2530,0.86
V2531,0.37
V2532,0.29
V2533,0.13
V2534,0.39
V2535,0.39
V2536,0.34
V2537,0.4
V2538,0.36
V2539,0.34
V2540,0.27
V2541,0.87
V2542,0.33
V2543,0.41
V2544,0.25
V2545,0.15
V2546,0.32
V2547,0.25
V2548,0.29
V2549,0.11
V2550,0.39
V2551,0.25
V2552,0.41
V2553,0.84
V2554,0.38
V2555,0.11
V2556,0.14
V2557,0.1
V2558,0.85
V2559,0.27
V2560,0.86
V2561,0.14
V2562,0.2
V2563,0.4
V2564,0.4
V2565,0.23
V2566,0.18
V2567,0.23
V2568,0.35
V2569,0.29
V2570,0.39
V2571,0.4
V2572,0.39
V2573,0.14
V2574,0.23
V2575,0.88
V2576,0.36
V2577,0.4
V2578,0.35
V2579,0.37
V2580,0.26
V2581,0.24
V2582,0.38
V2583,0.32
V2584,0.32
V2585,0.85
V2586,0.02
V2587,0.27
V2588,0.35
V2589,0.88
V2590,0.31
V2591,0.1
V2592,0.4
V2593,0.13
V2594,0.35
V2595,0.18
