SNP,miss_prop
V1913,0.09
V1914,0.36
V1915,0.18
V1916,0.36
V1917,0
V1918,0.09
V1919,0.27
V1920,0
V1921,0.36
V1922,0.36
V1923,0.18
V1924,0.09
V1925,0
V1926,0.36
V1927,0.36
V1928,0.36
V1929,0.18
V1930,0
V1931,0.36
V1932,0.09
V1933,0
V1934,0.09
V1935,0.36
V1936,0.18
V1937,0.27
V1938,0.09
V1939,0.09
V1940,0
V1941,0.27
V1942,0.18
V1943,0.27
V1944,0
V1945,0
V1946,0.18
V1947,0.36
V1948,0.18
V1949,0.18
V1950,0.27
V1951,0
V1952,0.36
V1953,0.09
V1954,0.18
V1955,0.36
V1956,0.18
V1957,0.36
V1958,0.27
V1959,0.36
V1960,0.36
V1961,0.36
V1962,0.18
V1963,0.18
V1964,0.09
V1965,0.27
V1966,0
V1967,0.27
V1968,0.18
V1969,0.09
V1970,0.09
V1971,0.27
V1972,0.27
V1973,0.27
V1974,0.09
V1975,0.36
V1976,0.09
V1977,0.18
V1978,0.36
V1979,0.18
V1980,0.18
V1981,0.09
V1982,0.27
V1983,0.18
V1984,0.18
V1985,0.18
V1986,0.27
V1987,0
V1988,0.09
V1989,0.09
V1990,0.18
V1991,0.09
V1992,0
V1993,0.36
V1994,0.27
V1995,0.09
V1996,0.09
V1997,0.27
V1998,0.18
V1999,0.18
V2000,0.36
V2001,0.36
V2002,0.09
V2003,0
V2004,0.36
V2005,0.09
V2006,0.36
V2007,0.36
V2008,0.36
V2009,0.18
V2010,0.27
V2011,0.18
V2012,0.36
V2013,0
V2014,0
V2015,0.36
V2016,0.36
V2017,0.27
V2018,0
V2019,0.27
V2020,0.36
V2021,0.18
V2022,0.36
V2023,0.36
V2024,0.18
V2025,0.36
V2026,0.36
V2027,0.27
V2028,0.27
V2029,0.36
V2030,0.18
V2031,0.18
V2032,0.36
V2033,0.18
V2034,0.27
V2035,0.36
V2036,0
V2037,0.36
V2038,0.27
V2039,0.18
V2040,0.09
V2041,0.36
V2042,0
V2043,0.36
V2044,0.36
V2045,0.27
V2046,0.27
V2047,0.36
V2048,0
V2049,0.36
V2050,0.27
V2051,0.09
V2052,0.36
V2053,0.36
V2054,0.18
V2055,0.18
V2056,0.27
V2057,0.27
V2058,0.09
V2059,0.27
V2060,0.36
V2061,0.36
V2062,0.09
V2063,0.18
V2064,0.18
V2065,0.27
V2066,0.18
V2067,0
V2068,0
V2069,0.09
V2070,0.36
V2071,0.18
V2072,0.27
V2073,0.18
V2074,0.27
V2075,0.18
V2076,0.18
V2077,0.27
V2078,0
V2079,0.27
V2080,0.36
V2081,0.27
V2082,0.36
V2083,0.36
V2084,0.91
V2085,0.27
V2086,0.36
V2087,0.36
V2088,0.09
V2089,0.36
V2090,0.09
V2091,0.18
V2092,0.36
V2093,0.27
V2094,0.09
V2095,0.18
V2096,0.09
V2097,0.18
V2098,0.18
V2099,0.36
V2100,0.36
V2101,0.27
V2102,0.27
V2103,0.09
V2104,0.27
V2105,0.09
V2106,0.36
V2107,0.27
V2108,0.18
V2109,0.27
V2110,0.09
V2111,0
V2112,0.36
V2113,0.36
V2114,0.36
V2115,0.36
V2116,0.27
V2117,0.09
V2118,0.18
V2119,0.36
V2120,0.27
V2121,0.27
V2122,0.27
V2123,0.36
V2124,0.18
V2125,0.27
V2126,0.27
V2127,0.18
V2128,0.18
V2129,0
V2130,0.27
V2131,0.27
V2132,0.36
V2133,0.64
V2134,0.27
V2135,0.18
V2136,0.18
V2137,0.27
V2138,0.36
V2139,0.27
V2140,0.36
V2141,0.18
V2142,0.27
V2143,0.36
V2144,0
V2145,0.27
V2146,0.27
V2147,0.27
V2148,0.36
V2149,0.09
V2150,0.09
V2151,0.27
V2152,0.36
V2153,0.36
V2154,0.27
V2155,0.36
V2156,0.36
V2157,0
V2158,0.27
V2159,0.36
V2160,0.36
V2161,0.18
V2162,0.36
V2163,0
V2164,0.36
V2165,0.36
V2166,0.09
V2167,0
V2168,0.27
V2169,0.27
V2170,0.09
V2171,0.36
V2172,0.36
V2173,0.27
V2174,0.36
V2175,0.36
V2176,0.18
V2177,0.27
V2178,0.36
V2179,0.09
V2180,0.36
V2181,0.36
V2182,0.18
V2183,0.36
V2184,0.27
V2185,0
V2186,0.36
V2187,0
V2188,0.36
V2189,0.36
V2190,0.27
V2191,0.27
V2192,0.36
V2193,0.27
V2194,0.18
V2195,0.18
V2196,0.36
V2197,0.27
V2198,0.27
V2199,0.36
V2200,0.09
V2201,0.36
V2202,0.09
V2203,0
V2204,0.27
V2205,0
V2206,0.18
V2207,0.36
V2208,0.18
V2209,0.09
V2210,0.36
V2211,0.27
V2212,0.36
V2213,0.36
V2214,0.09
V2215,0
V2216,0
V2217,0.18
V2218,0.27
V2219,0.27
V2220,0.36
V2221,0.09
V2222,0
V2223,0.18
V2224,0.09
V2225,0
V2226,0
V2227,0.27
V2228,0.36
V2229,0
V2230,0.36
V2231,0.09
V2232,0.36
V2233,0.09
V2234,0.27
V2235,0.18
V2236,0.36
V2237,0.36
V2238,0.64
V2239,0.27
V2240,0.18
V2241,0.27
V2242,0.27
V2243,0.18
V2244,0.27
V2245,0.09
V2246,0.36
V2247,0.18
V2248,0.18
V2249,0.18
V2250,0.27
V2251,0.09
V2252,0.18
V2253,0.27
V2254,0.27
V2255,0.18
V2256,0.36
V2257,0.09
V2258,0
V2259,0.18
V2260,0.27
V2261,0.18
V2262,0.36
V2263,0.09
V2264,0.27
V2265,0.27
V2266,0.36
V2267,0.36
V2268,0.36
V2269,0.36
V2270,0.27
V2271,0.18
V2272,0.18
V2273,0
V2274,0.36
V2275,0.36
V2276,0.36
V2277,0.09
V2278,0
V2279,0.36
V2280,0.36
V2281,0.27
V2282,0.36
V2283,0.27
V2284,0
V2285,0.27
V2286,0.36
V2287,0.18
V2288,0.18
V2289,0.27
V2290,0.36
V2291,0.36
V2292,0.36
V2293,0.09
V2294,0.18
V2295,0
V2296,0
V2297,0.27
V2298,0
V2299,0.36
V2300,0.09
V2301,0.09
V2302,0.27
V2303,0.18
V2304,0.09
V2305,0.27
V2306,0.18
V2307,0.36
V2308,0.36
V2309,0.27
V2310,0.18
V2311,0.18
V2312,0
V2313,0.27
V2314,0.27
V2315,0.36
V2316,0.36
V2317,0.27
V2318,0.09
V2319,0.09
V2320,0.27
V2321,0.27
V2322,0
V2323,0.18
V2324,0.36
V2325,0.27
V2326,0.27
V2327,0.27
V2328,0.27
V2329,0.09
V2330,0.36
V2331,0.18
V2332,0.09
V2333,0
V2334,0.36
V2335,0.36
V2336,0.45
V2337,0.27
V2338,0.18
V2339,0.18
V2340,0.45
V2341,0.18
V2342,0
V2343,0.27
V2344,0.09
V2345,0.27
V2346,0.27
V2347,0.27
V2348,0.09
V2349,0
V2350,0.36
V2351,0.36
V2352,0.27
V2353,0.18
V2354,0.27
V2355,0.27
V2356,0.36
V2357,0.27
V2358,0.09
V2359,0.36
V2360,0
V2361,0.27
V2362,0.27
V2363,0.36
V2364,0.27
V2365,0.45
V2366,0.36
V2367,0.36
V2368,0.27
V2369,0
V2370,0.27
V2371,0
V2372,0.36
V2373,0.18
V2374,0.09
V2375,0.91
V2376,0.18
V2377,0.27
V2378,0
V2379,0.36
V2380,0.36
V2381,0.36
V2382,0.27
V2383,0.09
V2384,0.36
V2385,0
V2386,0.09
V2387,0.18
V2388,0.27
V2389,0.09
V2390,0.18
V2391,0.09
V2392,0.36
V2393,0.18
V2394,0.18
V2395,0.09
V2396,0.36
V2397,0.36
V2398,0.09
V2399,0.18
V2400,0.27
V2401,0
V2402,0.27
V2403,0.36
V2404,0.18
V2405,0.36
V2406,0.09
V2407,0.18
V2408,0
V2409,0
V2410,0.18
V2411,0.27
V2412,0.27
V2413,0.36
V2414,0.36
V2415,0.09
V2416,0.27
V2417,0.27
V2418,0.27
V2419,0.36
V2420,0.27
V2421,0.36
V2422,0.36
V2423,0.27
V2424,0
V2425,0.18
V2426,0.36
V2427,0.36
V2428,0.18
V2429,0.09
V2430,0.18
V2431,0
V2432,0.27
V2433,0.27
V2434,0.27
V2435,0.18
V2436,0.36
V2437,0.27
V2438,0.27
V2439,0.09
V2440,0.09
V2441,0.36
V2442,0.18
V2443,0.36
V2444,0.36
V2445,0.18
V2446,0.27
V2447,0.36
V2448,0.09
V2449,0.36
V2450,0.36
V2451,0.18
V2452,0.36
V2453,0.36
V2454,0.36
V2455,0.18
V2456,0.27
V2457,0.36
V2458,0.36
V2459,0.18
V2460,0.36
V2461,0
V2462,0.36
V2463,0.27
V2464,0.18
V2465,0.18
V2466,0.36
V2467,0.27
V2468,0.09
V2469,0.36
V2470,0.36
V2471,0.18
V2472,0.09
V2473,0.18
V2474,0
V2475,0.18
V2476,0.36
V2477,0.27
V2478,0.36
V2479,0.36
V2480,0.09
V2481,0.36
V2482,0.09
V2483,0
V2484,0
V2485,0.36
V2486,0.18
V2487,0
V2488,0.27
V2489,0.18
V2490,0.18
V2491,0.64
V2492,0.18
V2493,0
V2494,0.27
V2495,0.18
V2496,0.27
V2497,0.36
V2498,0.18
V2499,0.18
V2500,0
V2501,0.18
V2502,0.09
V2503,0.09
V2504,0.36
V2505,0.36
V2506,0.09
V2507,0.36
V2508,0.36
V2509,0.82
V2510,0.36
V2511,0.09
V2512,0.36
V2513,0.18
V2514,0.36
V2515,0.36
V2516,0.18
V2517,0.18
V2518,0.09
V2519,0.36
V2520,0.09
V2521,0.27
V2522,0.36
V2523,0.36
V2524,0.18
V2525,0.18
V2526,0.09
V2527,0.09
V2528,0.09
V2529,0.27
V2530,0.36
V2531,0.36
V2532,0.36
V2533,0.09
V2534,0.27
V2535,0.27
V2536,0.09
V2537,0.09
V2538,0.36
V2539,0.18
V2540,0.09
V2541,0.18
V2542,0.09
V2543,0
V2544,0.27
V2545,0.27
V2546,0.18
V2547,0.18
V2548,0
V2549,0.36
V2550,0.27
V2551,0
V2552,0.36
V2553,0.18
V2554,0.36
V2555,0.36
V2556,0.27
V2557,0.36
V2558,0.36
V2559,0
V2560,0.27
V2561,0.27
V2562,0
V2563,0.36
V2564,0.36
V2565,0.36
V2566,0.18
V2567,0.18
V2568,0.36
V2569,0.27
V2570,0.36
V2571,0.27
V2572,0.36
V2573,0.18
V2574,0.27
V2575,0.18
V2576,0.18
V2577,0.36
V2578,0.36
V2579,0.27
V2580,0.27
V2581,0.36
V2582,0.09
V2583,0
V2584,0
V2585,0.09
V2586,0.36
V2587,0.36
V2588,0.27
V2589,0
V2590,0.36
V2591,0.36
V2592,0.36
V2593,0.27
V2594,0.27
V2595,0.09
V2596,0.18
V2597,0.36
V2598,0.09
V2599,0.09
V2600,0.27
V2601,0.45
V2602,0.27
V2603,0.36
V2604,0.36
V2605,0.36
V2606,0
V2607,0.36
V2608,0.36
V2609,0.18
V2610,0.18
V2611,0.36
V2612,0.36
V2613,0.27
V2614,0.36
V2615,0.27
V2616,0
V2617,0.27
V2618,0.18
V2619,0.18
V2620,0.36
V2621,0
V2622,0.18
V2623,0.36
V2624,0.18
V2625,0.27
V2626,0.36
V2627,0.09
V2628,0.27
V2629,0.36
V2630,0.18
V2631,0.18
V2632,0.36
V2633,0.27
V2634,0.36
V2635,0.09
V2636,0.27
V2637,0.27
V2638,0.09
V2639,0
V2640,0.27
V2641,0.36
V2642,0.27
V2643,0.18
V2644,0.18
V2645,0.27
V2646,0.09
V2647,0.18
V2648,0.18
V2649,0.27
V2650,0.36
V2651,0.36
V2652,0.27
V2653,0.27
V2654,0.18
V2655,0.27
V2656,0.27
V2657,0.09
V2658,0
V2659,0.27
V2660,0.36
V2661,0.18
V2662,0.27
V2663,0.36
V2664,0.36
V2665,0.18
V2666,0
V2667,0.27
V2668,0.18
V2669,0.36
V2670,0.18
V2671,0
V2672,0.18
V2673,0.27
V2674,0.36
V2675,0.27
V2676,0.36
V2677,0.09
V2678,0.09
V2679,0.45
V2680,0.18
V2681,0.36
V2682,0.18
V2683,0.27
V2684,0.36
V2685,0.27
V2686,0.36
V2687,0.27
V2688,0.27
V2689,0.18
V2690,0.36
V2691,0.36
V2692,0.27
V2693,0.18
V2694,0.09
V2695,0.18
V2696,0.27
V2697,0.36
V2698,0.27
V2699,0.36
V2700,0.18
V2701,0.36
V2702,0.27
V2703,0.09
V2704,0.27
V2705,0.27
V2706,0.27
V2707,0.27
V2708,0.36
V2709,0.18
V2710,0.09
V2711,0.18
V2712,0.36
V2713,0.36
V2714,0.27
V2715,0.36
V2716,0.18
V2717,0.36
V2718,0.27
V2719,0.36
V2720,0.09
V2721,0.36
V2722,0.18
V2723,0.18
V2724,0.18
V2725,0.36
V2726,0.36
V2727,0.27
V2728,0.36
V2729,0.18
V2730,0.36
V2731,0.36
V2732,0.09
V2733,0.18
V2734,0.36
V2735,0.09
V2736,0.36
V2737,0.18
V2738,0.27
V2739,0.18
V2740,0.36
V2741,0.27
V2742,0.36
V2743,0.09
V2744,0.27
V2745,0.27
V2746,0.27
V2747,0.36
V2748,0.36
V2749,0.27
V2750,0.36
V2751,0.45
V2752,0.36
V2753,0.36
V2754,0
V2755,0.18
V2756,0.36
V2757,0.27
V2758,0.36
V2759,0.27
V2760,0.36
V2761,0.18
V2762,0.36
V2763,0.36
V2764,0.18
V2765,0.18
V2766,0.27
V2767,0.18
V2768,0.18
V2769,0.18
V2770,0.36
V2771,0.36
V2772,0.45
V2773,0.27
V2774,0.27
V2775,0.09
V2776,0.27
V2777,0.36
V2778,0.36
V2779,0.36
V2780,0.18
V2781,0.09
V2782,0.36
V2783,0.27
V2784,0.27
V2785,0.09
V2786,0.18
V2787,0.36
V2788,0.36
V2789,0
V2790,0.36
V2791,0.27
V2792,0.27
V2793,0.27
V2794,0.27
V2795,0
V2796,0.27
V2797,0.27
V2798,0.18
V2799,0.36
V2800,0.27
V2801,0.27
V2802,0.18
V2803,0.27
V2804,0.27
V2805,0
V2806,0.27
V2807,0.36
V2808,0.18
V2809,0.27
V2810,0.27
V2811,0.36
V2812,0.36
V2813,0.09
V2814,0.27
V2815,0.36
V2816,0.36
V2817,0.27
V2818,0.36
V2819,0
V2820,0
V2821,0.27
V2822,0.36
V2823,0.36
V2824,0.09
V2825,0
V2826,0.09
V2827,0.36
V2828,0.09
V2829,0.36
V2830,0
V2831,0.18
V2832,0.27
V2833,0.36
V2834,0.36
V2835,0.27
V2836,0.36
V2837,0.36
V2838,0.36
V2839,0.09
V2840,0.18
V2841,0.18
V2842,0.27
V2843,0.27
V2844,0.36
V2845,0.09
V2846,0.09
V2847,0.36
V2848,0.27
V2849,0.27
V2850,0.27
V2851,0.27
V2852,0.36
V2853,0.36
V2854,0.27
V2855,0
V2856,0.18
V2857,0.36
V2858,0.27
V2859,0.27
V2860,0.36
V2861,0.18
V2862,0.36
V2863,0.36
V2864,0.27
V2865,0.27
V2866,0.27
V2867,0.36
V2868,0.36
V2869,0.36
V2870,0.18
V2871,0.36
V2872,0.27
V2873,0.36
V2874,0
V2875,0.36
V2876,0.27
V2877,0.36
V2878,0.18
V2879,0.09
V2880,0.36
V2881,0.27
V2882,0.36
V2883,0.09
V2884,0.36
V2885,0.27
V2886,0.27
V2887,0.09
V2888,0.27
V2889,0.27
V2890,0.18
V2891,0.09
V2892,0.36
V2893,0
V2894,0.36
V2895,0.36
V2896,0.18
V2897,0.18
V2898,0.36
V2899,0
V2900,0.36
V2901,0.36
V2902,0.36
V2903,0.36
V2904,0
V2905,0
V2906,0.18
V2907,0.36
V2908,0.36
V2909,0.09
V2910,0.09
V2911,0.36
V2912,0.27
V2913,0.09
V2914,0
V2915,0.09
V2916,0.18
V2917,0.09
V2918,0.36
V2919,0.09
V2920,0
V2921,0.27
V2922,0.27
V2923,0.09
V2924,0.27
V2925,0.27
V2926,0
V2927,0.09
V2928,0.36
V2929,0.18
V2930,0.18
V2931,0.36
V2932,0.36
V2933,0.73
V2934,0.36
V2935,0.09
V2936,0
V2937,0.09
V2938,0
V2939,0.36
V2940,0.18
V2941,0.36
V2942,0.27
V2943,0
V2944,0.18
V2945,0.27
V2946,0.36
V2947,0.09
V2948,0.18
V2949,0.18
V2950,0.36
V2951,0.27
V2952,0.18
V2953,0.18
V2954,0.27
V2955,0.18
V2956,0.36
V2957,0.36
V2958,0.18
V2959,0.09
V2960,0.18
V2961,0.36
V2962,0.27
V2963,0.27
V2964,0.36
V2965,0.09
V2966,0.18
V2967,0.18
V2968,0.36
V2969,0.36
V2970,0.27
V2971,0.18
V2972,0.09
V2973,0.36
V2974,0.27
V2975,0.27
V2976,0.27
V2977,0.18
V2978,0.36
V2979,0.36
V2980,0.18
V2981,0.27
V2982,0.27
V2983,0.09
V2984,0.36
V2985,0.18
V2986,0.18
V2987,0.36
V2988,0.27
V2989,0.09
V2990,0.09
V2991,0.27
V2992,0.36
V2993,0.18
V2994,0.27
V2995,0.09
V2996,0.18
V2997,0.36
V2998,0.09
V2999,0.18
V3000,0.09
V3001,0
V3002,0.45
V3003,0.27
V3004,0.27
V3005,0.36
V3006,0.18
V3007,0.09
V3008,0.36
V3009,0.36
V3010,0.18
V3011,0.27
V3012,0.18
V3013,0.36
V3014,0.36
V3015,0.09
V3016,0.18
V3017,0.27
V3018,0.36
V3019,0.09
V3020,0.18
V3021,0.36
V3022,0.18
V3023,0.36
V3024,0.27
V3025,0.18
V3026,0.36
V3027,0.36
V3028,0.09
V3029,0.09
V3030,0.18
V3031,0.18
V3032,0.36
V3033,0.36
V3034,0.36
V3035,0.36
V3036,0.18
V3037,0.27
V3038,0.18
V3039,0.27
V3040,0
V3041,0.09
V3042,0.09
V3043,0
V3044,0.09
V3045,0.18
V3046,0.18
V3047,0.36
V3048,0.36
V3049,0.27
V3050,0.36
V3051,0.18
V3052,0.36
V3053,0.18
V3054,0.36
V3055,0.18
V3056,0.36
V3057,0.27
V3058,0.18
V3059,0.27
V3060,0.27
V3061,0.27
V3062,0.36
V3063,0.36
V3064,0.45
V3065,0
V3066,0.36
V3067,0.36
V3068,0.18
V3069,0
V3070,0.27
V3071,0.36
V3072,0.09
V3073,0.18
V3074,0.18
V3075,0.27
V3076,0.27
V3077,0
V3078,0.36
V3079,0.18
V3080,0.36
V3081,0.18
V3082,0
V3083,0
V3084,0.09
V3085,0.09
V3086,0
V3087,0.18
V3088,0.18
V3089,0
V3090,0.18
V3091,0.09
V3092,0.36
V3093,0.36
V3094,0.27
V3095,0.18
V3096,0.45
V3097,0.36
V3098,0.18
V3099,0.27
V3100,0.18
V3101,0.18
V3102,0.18
V3103,0.27
V3104,0.27
V3105,0.36
V3106,0.36
V3107,0.18
V3108,0.27
V3109,0.36
V3110,0.36
V3111,0.36
V3112,0.27
V3113,0.27
V3114,0.36
V3115,0.36
V3116,0.18
V3117,0.36
V3118,0
V3119,0.27
V3120,0.18
V3121,0.27
V3122,0.18
V3123,0.36
V3124,0.27
V3125,0.09
V3126,0.18
V3127,0.27
V3128,0.36
V3129,0.18
V3130,0.09
V3131,0.27
V3132,0.27
V3133,0.18
V3134,0
V3135,0.36
V3136,0.18
V3137,0.18
V3138,0.09
V3139,0.09
V3140,0
V3141,0.18
V3142,0.18
V3143,0.09
V3144,0.36
V3145,0.36
V3146,0.09
V3147,0.36
V3148,0.36
V3149,0
V3150,0.27
V3151,0.18
V3152,0.18
V3153,0
V3154,0.36
V3155,0
V3156,0.18
V3157,0.27
V3158,0.09
V3159,0.36
V3160,0.36
V3161,0
V3162,0.18
V3163,0.27
V3164,0.27
V3165,0.09
V3166,0.09
V3167,0.27
V3168,0.36
V3169,0.09
V3170,0.27
V3171,0.18
V3172,0.18
V3173,0.27
V3174,0.18
V3175,0.09
V3176,0.27
V3177,0.36
V3178,0.27
V3179,0.36
V3180,0.36
V3181,0.18
V3182,0.09
V3183,0.36
V3184,0.09
V3185,0.18
V3186,0.27
V3187,0.18
V3188,0.36
V3189,0.09
V3190,0.27
V3191,0.36
V3192,0.36
V3193,0.09
V3194,0.36
V3195,0.18
V3196,0.36
V3197,0.36
V3198,0.18
V3199,0.09
V3200,0.09
V3201,0.18
V3202,0.27
V3203,0.36
V3204,0.09
V3205,0.36
V3206,0
V3207,0.36
V3208,0.27
V3209,0.18
V3210,0.36
V3211,0.36
V3212,0.27
V3213,0.27
V3214,0.27
V3215,0.36
V3216,0.36
V3217,0.36
V3218,0.36
V3219,0.36
V3220,0.36
V3221,0.27
V3222,0.36
V3223,0.27
V3224,0.18
V3225,0.27
V3226,0.36
V3227,0.27
V3228,0.18
V3229,0.36
V3230,0.27
V3231,0.27
V3232,0.36
V3233,0.27
V3234,0.18
V3235,0.36
V3236,0.09
V3237,0.36
V3238,0.27
V3239,0.36
V3240,0.18
V3241,0.36
V3242,0.09
V3243,0.09
V3244,0.36
V3245,0.09
V3246,0.36
V3247,0.27
V3248,0.36
V3249,0.18
V3250,0.18
V3251,0.36
V3252,0.36
V3253,0.73
V3254,0
V3255,0.27
V3256,0.36
V3257,0.27
V3258,0
V3259,0.27
V3260,0.09
V3261,0.36
V3262,0.27
V3263,0.36
V3264,0.18
V3265,0.36
V3266,0.09
V3267,0.36
V3268,0.27
V3269,0.18
V3270,0.09
V3271,0.36
V3272,0.18
V3273,0.27
V3274,0.36
V3275,0.36
V3276,0.36
V3277,0.18
V3278,0.45
V3279,0.18
V3280,0.09
V3281,0.27
V3282,0.36
V3283,0.27
V3284,0.36
V3285,0.36
V3286,0.27
V3287,0.27
V3288,0.27
V3289,0.09
V3290,0.27
V3291,0.36
V3292,0.27
V3293,0.27
V3294,0.18
V3295,0.18
V3296,0.27
V3297,0.27
V3298,0.09
V3299,0.27
V3300,0.18
V3301,0
V3302,0.27
V3303,0.27
V3304,0.18
V3305,0.27
V3306,0.27
V3307,0.18
V3308,0.27
V3309,0.09
V3310,0.18
V3311,0.27
V3312,0.09
V3313,0.18
V3314,0.36
V3315,0.36
V3316,0.09
V3317,0.09
V3318,0.27
V3319,0.18
V3320,0.27
V3321,0.09
V3322,0.18
V3323,0.27
V3324,0.27
V3325,0.27
V3326,0.09
V3327,0.64
V3328,0.18
V3329,0.27
V3330,0.36
V3331,0.18
V3332,0.36
V3333,0.27
V3334,0.36
V3335,0.45
V3336,0.36
V3337,0.09
V3338,0.09
V3339,0.36
V3340,0.18
V3341,0.36
V3342,0.18
V3343,0.45
V3344,0.09
V3345,0.27
V3346,0.09
V3347,0.36
V3348,0.27
V3349,0.18
V3350,0.09
V3351,0.27
V3352,0.27
V3353,0
V3354,0.36
V3355,0
V3356,0.36
V3357,0.27
V3358,0.18
V3359,0.09
V3360,0.36
V3361,0.36
V3362,0.09
V3363,0.09
V3364,0.18
V3365,0.18
V3366,0.18
V3367,0.09
V3368,0.18
V3369,0.36
V3370,0.27
V3371,0
V3372,0.09
V3373,0.27
V3374,0.36
V3375,0.18
V3376,0.36
V3377,0.18
V3378,0.36
V3379,0.36
V3380,0.18
V3381,0
V3382,0.18
V3383,0.27
V3384,0.27
V3385,0.09
V3386,0.09
V3387,0.27
V3388,0.27
V3389,0.18
V3390,0.36
V3391,0.18
V3392,0
V3393,0
V3394,0
V3395,0.09
V3396,0.09
V3397,0.18
V3398,0.09
V3399,0.36
V3400,0.27
V3401,0.36
V3402,0.09
V3403,0.27
V3404,0.36
V3405,0
V3406,0.36
V3407,0.36
V3408,0.09
V3409,0.18
V3410,0.36
V3411,0.09
V3412,0.18
V3413,0.09
V3414,0.36
V3415,0
V3416,0.27
V3417,0.18
V3418,0.18
V3419,0.27
V3420,0.36
V3421,0.18
V3422,0.27
V3423,0.27
V3424,0.27
V3425,0.09
V3426,0.36
V3427,0.09
V3428,0.09
V3429,0.18
V3430,0.09
V3431,0.36
V3432,0.18
V3433,0.36
V3434,0.27
V3435,0.36
V3436,0.09
V3437,0.18
V3438,0.09
V3439,0.36
V3440,0.09
V3441,0.36
V3442,0.36
V3443,0.36
V3444,0.27
V3445,0.36
V3446,0.18
V3447,0.18
V3448,0.36
V3449,0.18
V3450,0.09
V3451,0.36
V3452,0
V3453,0.36
V3454,0.09
V3455,0.09
V3456,0
V3457,0.18
V3458,0.36
V3459,0.27
V3460,0.18
V3461,0.36
V3462,0.27
V3463,0.27
V3464,0.36
V3465,0.36
V3466,0.18
V3467,0.09
V3468,0.09
V3469,0.27
V3470,0
V3471,0.18
V3472,0.18
V3473,0.27
V3474,0.27
V3475,0.09
V3476,0.27
V3477,0.18
V3478,0.09
V3479,0.09
V3480,0
V3481,0.27
V3482,0.36
V3483,0.18
V3484,0.09
V3485,0.27
V3486,0.36
V3487,0.36
V3488,0.27
V3489,0.18
V3490,0.27
V3491,0.27
V3492,0.36
V3493,0.27
V3494,0.18
V3495,0.18
V3496,0.18
V3497,0.09
V3498,0.09
V3499,0.36
V3500,0.18
V3501,0.27
V3502,0.09
V3503,0.27
V3504,0.36
V3505,0.36
V3506,0.09
V3507,0.09
V3508,0.18
V3509,0.27
V3510,0.27
V3511,0.27
V3512,0
V3513,0.18
V3514,0.09
V3515,0.09
V3516,0.18
V3517,0.18
V3518,0.18
V3519,0.18
V3520,0.09
V3521,0.27
V3522,0.36
V3523,0.36
V3524,0.36
V3525,0
V3526,0.09
V3527,0.09
V3528,0
V3529,0.09
V3530,0.27
V3531,0.36
V3532,0.36
V3533,0.18
V3534,0.18
V3535,0.36
V3536,0.18
V3537,0.36
V3538,0.27
V3539,0.27
V3540,0.09
V3541,0.36
V3542,0.36
V3543,0.36
V3544,0.36
V3545,0.27
V3546,0.09
V3547,0.36
V3548,0.36
V3549,0.27
V3550,0.36
V3551,0.73
V3552,0.36
V3553,0.36
V3554,0
V3555,0.45
V3556,0.27
V3557,0.09
V3558,0.18
V3559,0.36
V3560,0
V3561,0.18
V3562,0.09
V3563,0.27
V3564,0.18
V3565,0
V3566,0.09
V3567,0.36
V3568,0.18
V3569,0.36
V3570,0.27
V3571,0.09
V3572,0.09
V3573,0.27
V3574,0.36
V3575,0.36
V3576,0.18
V3577,0
V3578,0.36
V3579,0.36
V3580,0.18
V3581,0.18
V3582,0
V3583,0.27
V3584,0.09
V3585,0.36
V3586,0.27
V3587,0.36
V3588,0.27
V3589,0.18
V3590,0.27
V3591,0.36
V3592,0.09
V3593,0.36
V3594,0.36
V3595,0.27
V3596,0.09
V3597,0.36
V3598,0.36
V3599,0.09
V3600,0
V3601,0.27
V3602,0.36
V3603,0.27
V3604,0.18
V3605,0.27
V3606,0.18
V3607,0.36
V3608,0.27
V3609,0.27
V3610,0.36
V3611,0.27
V3612,0.27
V3613,0.27
V3614,0.27
V3615,0.09
V3616,0.36
V3617,0.09
V3618,0.27
V3619,0.36
V3620,0.18
V3621,0.18
V3622,0.09
V3623,0.36
V3624,0.36
V3625,0.27
V3626,0.27
V3627,0.27
V3628,0.27
V3629,0.27
V3630,0.09
V3631,0.27
V3632,0.36
V3633,0.36
V3634,0.18
V3635,0.36
V3636,0.09
V3637,0.27
V3638,0.36
V3639,0.27
V3640,0.36
V3641,0.09
V3642,0.36
V3643,0.27
V3644,0.36
V3645,0.18
V3646,0.36
V3647,0.09
V3648,0.09
V3649,0.09
V3650,0.18
V3651,0.18
V3652,0.45
V3653,0.36
V3654,0.36
V3655,0.36
V3656,0.18
V3657,0.09
V3658,0.36
V3659,0.18
V3660,0.36
V3661,0.18
V3662,0.27
V3663,0.27
V3664,0.36
V3665,0.82
V3666,0.09
V3667,0.09
V3668,0.36
V3669,0
V3670,0
V3671,0
V3672,0.36
V3673,0.09
V3674,0.27
V3675,0.27
V3676,0.36
V3677,0.09
V3678,0.09
V3679,0.27
V3680,0.36
V3681,0.36
V3682,0.27
V3683,0.36
V3684,0.09
V3685,0.36
V3686,0.18
V3687,0.27
V3688,0.36
V3689,0.09
V3690,0.27
V3691,0.27
V3692,0.36
V3693,0.18
V3694,0.09
V3695,0.09
V3696,0
V3697,0
V3698,0.36
