SNP,miss_prop
V1875,0.22
V1876,0.96
V1877,0.85
V1878,0.07
V1879,0.79
V1880,0.85
V1881,0.22
V1882,0.05
V1883,0.99
V1884,0.81
V1885,0.36
V1886,0.22
V1887,0.22
V1888,0.16
V1889,0.22
V1890,0.34
V1891,0.15
V1892,0.23
V1893,0
V1894,0.84
V1895,0.4
V1896,0.25
V1897,0.42
V1898,0.18
V1899,0.86
V1900,0.81
V1901,0.22
V1902,0.18
V1903,0.81
V1904,0.32
V1905,0.05
V1906,0.1
V1907,0.11
V1908,0.21
V1909,0.37
V1910,0.38
V1911,0.34
V1912,0.73
V1913,0.15
V1914,0.11
V1915,0.33
V1916,0.29
V1917,0.21
V1918,0.22
V1919,0.01
V1920,0.1
V1921,0.37
V1922,0.34
V1923,0.37
V1924,0.11
V1925,0.93
V1926,0.36
V1927,0.36
V1928,0.19
V1929,0.1
V1930,0.29
V1931,0.4
V1932,0.01
V1933,0.4
V1934,0.38
V1935,0.84
V1936,0.01
V1937,0.42
V1938,0.21
V1939,0.32
V1940,0.79
V1941,0.1
V1942,0.37
V1943,0.12
V1944,0.3
V1945,0.18
V1946,0.26
V1947,0.33
V1948,0.27
V1949,0.23
V1950,0.14
V1951,0.11
V1952,0.32
V1953,0.36
V1954,0.1
V1955,0.26
V1956,0.27
V1957,0.3
V1958,0.14
V1959,0.85
V1960,0.21
V1961,0.82
V1962,0.34
V1963,0.37
V1964,0.23
V1965,0.34
V1966,0
V1967,0.23
V1968,0.16
V1969,0.21
V1970,0.37
V1971,0.4
V1972,0.08
V1973,0.79
V1974,0.82
V1975,0.34
V1976,0.19
V1977,0.08
V1978,0.85
V1979,0.27
V1980,0.38
V1981,0.11
V1982,0.82
V1983,0.41
V1984,0.22
V1985,0.3
V1986,0.86
V1987,0.23
V1988,0.03
V1989,0.79
V1990,0.3
V1991,0.38
V1992,0.89
V1993,0.38
V1994,0.18
V1995,0.37
V1996,0.19
V1997,0.37
V1998,0.38
V1999,0.22
V2000,0.86
V2001,0.1
V2002,0.34
V2003,0.37
V2004,0.32
V2005,0.14
V2006,0.84
V2007,0.14
V2008,0.34
V2009,0.15
V2010,0.82
V2011,0.16
V2012,0.4
V2013,0.3
V2014,0.29
V2015,0.36
V2016,0.16
V2017,0.37
V2018,0.36
V2019,0.21
V2020,0.29
V2021,0.16
V2022,0.32
V2023,0.33
V2024,0.1
V2025,0.79
V2026,0.05
V2027,0.82
V2028,0.33
V2029,0.26
V2030,0.27
V2031,0.22
V2032,0.84
V2033,0.19
V2034,0.23
V2035,0
V2036,0.08
V2037,0.1
V2038,0.79
V2039,0.3
V2040,0.42
V2041,0.99
V2042,0.25
V2043,0.07
V2044,0.05
V2045,0.03
V2046,0.1
V2047,0.26
V2048,0.21
V2049,0.32
V2050,0.27
V2051,0.14
V2052,0.11
V2053,0.4
V2054,0.23
V2055,0.38
V2056,0.36
V2057,0.25
V2058,0.79
V2059,0.38
V2060,0.37
V2061,0.29
V2062,0.84
V2063,0.29
V2064,0.3
V2065,0.15
V2066,0.34
V2067,0.21
V2068,0.19
V2069,0.27
V2070,0.3
V2071,0.82
V2072,0.4
V2073,0.16
V2074,0.37
V2075,0.12
V2076,0.26
V2077,0.36
V2078,0.79
V2079,0.78
V2080,0
V2081,0.37
V2082,0.42
V2083,0.36
V2084,0.1
V2085,0.36
V2086,0.18
V2087,0.79
V2088,0.14
V2089,0.81
V2090,0.34
V2091,0.26
V2092,0.12
V2093,0.07
V2094,0.33
V2095,0.15
V2096,0.4
V2097,0.11
V2098,0.14
V2099,0.1
V2100,0.23
V2101,0.29
V2102,0.71
V2103,0.32
V2104,0.99
V2105,0.16
V2106,0.12
V2107,0.11
V2108,0.42
V2109,0.18
V2110,0.23
V2111,0.08
V2112,0.37
V2113,0.32
V2114,0.18
V2115,0.26
V2116,0.4
V2117,0.26
V2118,0.16
V2119,0.18
V2120,0.37
V2121,0.37
V2122,0.22
V2123,0.38
V2124,0.23
V2125,0.79
V2126,0.08
V2127,0.07
V2128,0.1
V2129,0.84
V2130,0.21
V2131,0.36
V2132,0.15
V2133,0.27
V2134,0.03
V2135,0.32
V2136,0.41
V2137,0.25
V2138,0.34
V2139,0.41
V2140,0.23
V2141,0.32
V2142,0.11
V2143,0.12
V2144,0.1
V2145,0.79
V2146,0.34
V2147,0.33
V2148,0.84
V2149,0.18
V2150,0.34
V2151,0.27
V2152,0.04
V2153,0.12
V2154,0.18
V2155,0.38
V2156,0.79
V2157,0.37
V2158,0.08
V2159,0.34
V2160,0.19
V2161,0.3
V2162,0.88
V2163,0.29
V2164,0.4
V2165,0.03
V2166,0.22
V2167,0.81
V2168,0.15
V2169,0.16
V2170,0.82
V2171,0.22
V2172,0.9
V2173,0.14
V2174,0.37
V2175,0.23
V2176,0.36
V2177,0.1
V2178,0.38
V2179,0.32
V2180,0.07
V2181,0.27
V2182,0.19
V2183,0.07
V2184,0.16
V2185,0.79
V2186,0.33
V2187,0.82
V2188,0.14
V2189,0.78
V2190,0.33
V2191,0.15
V2192,0.42
V2193,0.25
V2194,0.26
V2195,0.04
V2196,0.38
V2197,0.12
V2198,0
V2199,0.29
V2200,0.79
V2201,0.26
V2202,0.3
V2203,0.21
V2204,0.25
V2205,0.08
V2206,0.97
V2207,0.36
V2208,0.18
V2209,0.19
V2210,0.29
V2211,0.86
V2212,0.26
V2213,0.25
V2214,0.32
V2215,0.32
V2216,0.37
V2217,0.15
V2218,0.18
V2219,0.21
V2220,0.37
V2221,0.37
V2222,0.81
V2223,0.36
V2224,0.36
V2225,0.14
V2226,0.34
V2227,0.27
V2228,0.3
V2229,0.05
V2230,0.27
V2231,0.38
V2232,0.07
V2233,0.78
V2234,0.36
V2235,0.21
V2236,0.36
V2237,0.1
V2238,0.79
V2239,0.07
V2240,0.25
V2241,0.21
V2242,0.1
V2243,0.82
V2244,0.38
V2245,0.81
V2246,0.37
V2247,0.22
V2248,0.15
V2249,0.25
V2250,0.34
V2251,0.26
V2252,0.07
V2253,0.82
V2254,0.22
V2255,0.25
V2256,0.08
V2257,0.16
V2258,0.3
V2259,0.12
V2260,0.86
V2261,0.11
V2262,0.16
V2263,0.16
V2264,0.38
V2265,0.29
V2266,0.12
V2267,0.41
V2268,0.3
V2269,0.3
V2270,0.1
V2271,0.85
V2272,0.99
V2273,0.38
V2274,0.16
V2275,0.92
V2276,0.03
V2277,0.12
V2278,0.23
V2279,0.36
V2280,0.26
V2281,0.23
V2282,0.23
V2283,0.04
V2284,0.14
V2285,0.12
V2286,0.08
V2287,0.82
V2288,0.19
V2289,0.26
V2290,0.78
V2291,0.29
V2292,0.16
V2293,0.22
V2294,0.84
V2295,0.29
V2296,0.14
V2297,0.36
V2298,0.16
V2299,0.12
V2300,0.18
V2301,0.08
V2302,0.18
V2303,0.32
V2304,0.18
V2305,0.15
V2306,0.3
V2307,0.04
V2308,0.79
V2309,0.03
V2310,0.3
V2311,0.19
V2312,0.08
V2313,0.22
V2314,0.89
V2315,0.03
V2316,0.18
V2317,0.29
V2318,0.33
V2319,0.37
V2320,0.4
V2321,0.07
V2322,0.11
V2323,0.12
V2324,0.88
V2325,0.22
V2326,0.22
V2327,0.38
V2328,0.04
V2329,0.92
V2330,0.11
V2331,0.79
V2332,0.26
V2333,0.12
V2334,0.86
V2335,0.41
V2336,0.27
V2337,0.22
V2338,0.16
V2339,0.18
V2340,0.23
V2341,0.97
V2342,0.32
V2343,0.82
V2344,0.18
V2345,0.21
V2346,0.37
V2347,0.1
V2348,0.4
V2349,0.4
V2350,0.38
V2351,0.15
V2352,0.32
V2353,0.11
V2354,0.23
V2355,0.37
V2356,0.81
V2357,0.34
V2358,0.11
V2359,0.37
V2360,0.01
V2361,0.05
V2362,0.32
V2363,0.84
V2364,0.23
V2365,0.29
V2366,0.26
V2367,0.3
V2368,0.4
V2369,0.84
V2370,0.27
V2371,0.84
V2372,0.3
V2373,0.11
V2374,0.3
V2375,0.36
V2376,0.3
V2377,0.29
V2378,0.89
V2379,0.33
V2380,0.19
V2381,0.05
V2382,0.34
V2383,0.3
V2384,0.14
V2385,0.97
V2386,0.33
V2387,0.07
V2388,0.22
V2389,0.22
V2390,0.38
V2391,0.04
V2392,0.82
V2393,0.33
V2394,0.78
V2395,0.32
V2396,0.26
V2397,0.01
V2398,0.18
V2399,0.04
V2400,0.85
V2401,0.22
V2402,0.86
V2403,0.22
V2404,0.14
V2405,0.26
V2406,0.08
V2407,0.07
V2408,0.12
V2409,0.12
V2410,0.4
V2411,0.16
V2412,0.74
V2413,0.4
V2414,0.93
V2415,0.05
V2416,0.26
V2417,0.29
V2418,0.16
V2419,0.23
V2420,0.16
V2421,0.1
V2422,0.19
V2423,0.07
V2424,0.19
V2425,0.16
V2426,0.3
V2427,0.32
V2428,0.26
V2429,0.81
V2430,0.84
V2431,0.38
V2432,0.82
V2433,0.04
V2434,0.32
V2435,0.36
V2436,0.79
V2437,0.55
V2438,0.18
V2439,0.1
V2440,0.14
V2441,0.32
V2442,0.4
V2443,0.16
V2444,0.12
V2445,0.07
V2446,0.26
V2447,0.37
V2448,0.03
V2449,0.33
V2450,0.21
V2451,0.23
V2452,0.32
V2453,0.81
V2454,0.4
V2455,0.22
V2456,0.33
V2457,0.11
V2458,0.33
V2459,0.92
V2460,0.1
V2461,0.88
V2462,0.38
V2463,0.07
V2464,0.19
V2465,0.82
V2466,0.1
V2467,0.11
V2468,0.3
V2469,0.4
V2470,0.12
V2471,0.88
V2472,0.82
V2473,0.27
V2474,0.34
V2475,0.33
V2476,0.29
V2477,0.32
V2478,0.08
V2479,0.3
V2480,0.27
V2481,0.03
V2482,0.23
V2483,0.26
V2484,0.84
V2485,0.4
V2486,0.38
V2487,0.38
V2488,0.93
V2489,0.26
V2490,0.12
V2491,0.21
V2492,0.1
V2493,0.26
V2494,0.36
V2495,0.32
V2496,0.12
V2497,0.05
V2498,0.23
V2499,0.12
V2500,0.79
V2501,0.07
V2502,0.1
V2503,0.79
V2504,0.37
V2505,0.89
V2506,0.75
V2507,0.19
V2508,0.22
V2509,0.86
V2510,0.16
V2511,0.11
V2512,0.12
V2513,0.82
V2514,0.4
V2515,0.25
V2516,0.33
V2517,0.15
V2518,0.12
V2519,0.89
V2520,0.41
V2521,0.22
V2522,0.07
V2523,0.11
V2524,0.16
V2525,0.34
V2526,0.38
V2527,0.11
V2528,0.3
V2529,0.85
V2530,0.36
V2531,0.81
V2532,0.33
V2533,0.36
V2534,0.37
V2535,0.89
V2536,0.19
V2537,0.34
V2538,0.27
V2539,0.23
V2540,0.11
V2541,0.18
V2542,0.82
V2543,0.33
V2544,0.85
V2545,0.38
V2546,0.38
V2547,0.21
V2548,0.12
V2549,0.42
V2550,0.34
V2551,0.07
V2552,0.16
V2553,0.32
V2554,0.26
V2555,0.4
V2556,0.32
V2557,0.05
V2558,0.81
V2559,0.18
V2560,0.21
V2561,0.88
V2562,0.34
V2563,0.05
V2564,0.79
V2565,0.11
V2566,0.29
V2567,0.26
V2568,0.36
V2569,0.37
V2570,0.79
V2571,0.16
V2572,0.16
V2573,0.26
V2574,0.07
V2575,0.38
V2576,0.16
V2577,0.18
V2578,0.27
V2579,0.36
V2580,0.33
V2581,0.34
V2582,0.34
V2583,0.25
V2584,0.11
V2585,0.32
V2586,0.3
V2587,0.37
V2588,0.38
V2589,0.18
V2590,0.1
V2591,0.05
V2592,0.23
V2593,0.07
V2594,0.16
V2595,0.34
V2596,0.89
V2597,0.37
V2598,0.79
V2599,0.29
V2600,0.85
V2601,0.33
V2602,0.18
V2603,0.18
V2604,0.26
V2605,0.37
V2606,0.15
V2607,0.16
V2608,0.25
V2609,0.25
V2610,0.12
V2611,0.18
V2612,0.11
V2613,0.4
V2614,0.18
V2615,0.1
V2616,0.37
V2617,0.22
V2618,0.4
V2619,0.05
V2620,0.15
V2621,0.84
V2622,0.81
V2623,0.05
V2624,0.23
V2625,0.26
V2626,0.36
V2627,0.05
V2628,0.23
V2629,0.23
V2630,0.37
V2631,0.37
V2632,0.34
V2633,0.38
V2634,0.18
V2635,0.19
V2636,0.37
V2637,0.34
V2638,0.37
V2639,0.19
V2640,0.11
V2641,0.82
V2642,0.3
V2643,0.07
V2644,0.21
V2645,0.14
V2646,0.08
V2647,0.36
V2648,0.15
V2649,0.79
V2650,0.88
V2651,0.36
V2652,0.84
V2653,0.27
V2654,0.05
V2655,0.21
V2656,0.04
V2657,0.18
V2658,0.81
V2659,0.11
V2660,0.25
V2661,0.07
V2662,0.08
V2663,0.12
V2664,0.25
V2665,0.03
V2666,0.22
V2667,0.11
V2668,0.12
V2669,0.82
V2670,0.26
V2671,0.12
V2672,0.34
V2673,0.37
V2674,0.14
V2675,0.18
V2676,0.36
V2677,0.34
V2678,0.27
V2679,0.27
V2680,0.37
V2681,0.33
V2682,0.07
V2683,0.34
V2684,0.78
V2685,0.05
V2686,0.33
V2687,0.37
V2688,0.32
V2689,0.16
V2690,0.05
V2691,0.89
V2692,0.86
V2693,0.21
V2694,0.12
V2695,0.12
V2696,0.05
V2697,0.05
V2698,0.85
V2699,0.3
V2700,0.37
V2701,0.88
V2702,0.36
V2703,0.11
V2704,0.25
V2705,0.18
V2706,0.34
V2707,0.86
V2708,0.04
V2709,0.36
V2710,0.11
V2711,0.34
V2712,0.3
V2713,0.07
V2714,0.23
V2715,0.99
V2716,0.29
V2717,0.37
V2718,0.82
V2719,0.33
V2720,0.3
V2721,0.21
V2722,0.18
V2723,0.25
V2724,0.81
V2725,0.12
V2726,0.81
V2727,0.29
V2728,0.32
V2729,0.15
V2730,0.88
V2731,0.79
V2732,0.85
V2733,0.38
V2734,0.05
V2735,0.32
V2736,0.08
V2737,0.01
V2738,0.08
V2739,0.79
V2740,0.23
V2741,0.22
V2742,0.38
V2743,0.29
V2744,0.36
V2745,0.03
V2746,0.38
V2747,0.12
V2748,0.37
V2749,0.25
V2750,0.01
V2751,0.07
V2752,0.3
V2753,0.37
V2754,0.03
V2755,0.34
V2756,0.14
V2757,0.18
V2758,0.15
V2759,0.3
V2760,0.07
V2761,0.3
V2762,0.37
V2763,0.14
V2764,0.16
V2765,0.26
V2766,0.34
V2767,0.15
V2768,0.95
V2769,0.15
V2770,0.36
V2771,0.33
V2772,0.19
V2773,0.37
V2774,0.03
V2775,0.36
V2776,0.33
V2777,0.16
V2778,0.34
V2779,0.38
V2780,0.36
V2781,0.21
V2782,0.33
V2783,0.04
V2784,0.19
V2785,0.85
V2786,0.11
V2787,0.23
V2788,0.38
V2789,0.22
V2790,0.01
V2791,0.4
V2792,0.42
V2793,0.18
V2794,0.25
V2795,0.12
V2796,0.22
V2797,0.21
V2798,0.21
V2799,0.16
V2800,0.29
V2801,0.08
V2802,0.3
V2803,0.12
V2804,0.32
V2805,0.14
V2806,0.33
V2807,0.33
V2808,0.37
V2809,0.38
V2810,0.79
V2811,0.07
V2812,0.08
V2813,0.16
V2814,0.22
V2815,0.4
V2816,0.05
V2817,0.25
V2818,0.42
V2819,0.42
V2820,0.85
V2821,0.05
V2822,0.11
V2823,0.36
V2824,0.84
V2825,0.32
V2826,0.19
V2827,0.86
V2828,0.38
V2829,0.08
V2830,0.3
V2831,0.12
V2832,0.85
V2833,0.38
V2834,0.36
V2835,0.4
V2836,0.18
V2837,0.18
V2838,0.12
V2839,0.21
V2840,0.15
V2841,0.38
V2842,0.19
V2843,0.25
V2844,0.79
V2845,0.27
V2846,0.25
V2847,0.18
V2848,0.84
V2849,0.12
V2850,0.38
V2851,0.25
V2852,0.05
V2853,0.81
V2854,0.18
V2855,0.82
V2856,0.25
V2857,0.84
V2858,0.27
V2859,0.37
V2860,0.08
V2861,0.22
V2862,0.37
V2863,0.19
V2864,0.21
V2865,0.3
V2866,0.78
V2867,0.9
V2868,0.3
V2869,0.89
V2870,0.25
V2871,0.12
V2872,0.19
V2873,0.79
V2874,0.33
V2875,0.1
V2876,0.23
V2877,0.79
V2878,0.34
V2879,0.1
V2880,0.79
V2881,0.19
V2882,0.01
V2883,0.18
V2884,0.08
V2885,0.21
V2886,0.3
V2887,0.21
V2888,0.36
V2889,0.15
V2890,0.14
V2891,0.29
V2892,0.18
V2893,0.29
V2894,0.66
V2895,0.86
V2896,0.86
V2897,0.05
V2898,0.15
V2899,0.4
V2900,0.89
V2901,0.33
V2902,0.18
V2903,0.12
V2904,0.3
V2905,0.82
V2906,0.41
V2907,0.78
V2908,0.36
V2909,0.37
V2910,0.15
V2911,0.14
V2912,0.37
V2913,0.18
V2914,0.36
V2915,0.34
V2916,0.19
V2917,0.32
V2918,0.3
V2919,0.33
V2920,0.32
V2921,0.21
V2922,0.38
V2923,0.23
V2924,0.79
V2925,0.42
V2926,0.08
V2927,0.11
V2928,0.12
V2929,0.32
V2930,0.29
V2931,0.19
V2932,0.18
V2933,0.82
V2934,0.18
V2935,0.34
V2936,0.18
V2937,0.21
V2938,0.05
V2939,0.36
V2940,0.11
V2941,0.07
V2942,0.86
V2943,0.23
V2944,0.27
V2945,0.04
V2946,0.67
V2947,0.04
V2948,0
V2949,0.33
V2950,0.21
V2951,0.4
V2952,0.21
V2953,0.01
V2954,0.36
V2955,0.37
V2956,0.34
V2957,0.3
V2958,0.26
V2959,0.15
V2960,0.22
V2961,0.33
V2962,0.25
V2963,0.03
V2964,0.26
V2965,0.19
V2966,0.23
V2967,0.22
V2968,0.11
V2969,0.14
V2970,0.07
V2971,0.05
V2972,0.23
V2973,0.29
V2974,0.03
V2975,0.99
V2976,0.25
V2977,0.19
V2978,0.07
V2979,0.18
V2980,0.41
V2981,0.16
V2982,0.86
V2983,0.27
V2984,0.4
V2985,0.37
V2986,0.21
V2987,0.14
V2988,0.88
V2989,0.29
V2990,0.12
V2991,0.37
V2992,0.89
V2993,0.4
V2994,0.4
V2995,0.32
V2996,0.14
V2997,0.81
V2998,0.32
V2999,0.34
V3000,0.14
V3001,0.14
V3002,0.08
V3003,0.79
V3004,0.33
V3005,0.25
V3006,0.95
V3007,0.37
V3008,0.26
V3009,0.1
V3010,0.21
V3011,0.26
V3012,0.14
V3013,0.26
V3014,0.32
V3015,0.32
V3016,0.15
V3017,0.08
V3018,0.16
V3019,0.38
V3020,0.19
V3021,0.27
V3022,0.14
V3023,0.33
V3024,0.36
V3025,0.16
V3026,0.21
V3027,0.4
V3028,0.15
V3029,0.1
V3030,0.12
V3031,0.15
V3032,0.1
V3033,0.23
V3034,0.18
V3035,0.22
V3036,0.23
V3037,0.81
V3038,0.18
V3039,0.33
V3040,0.4
V3041,0.81
V3042,0.11
V3043,0.3
V3044,0.81
V3045,0.26
V3046,0.18
V3047,0.19
V3048,0.38
V3049,0.82
V3050,0.14
V3051,0.81
V3052,0.08
V3053,0.37
V3054,0.16
V3055,0.16
V3056,0.4
V3057,0.23
V3058,0.34
V3059,0.33
V3060,0.12
V3061,0.42
V3062,0.26
V3063,0.3
V3064,0.15
V3065,0.1
V3066,0.79
V3067,0.33
V3068,0.4
V3069,0.38
V3070,0.85
V3071,0.16
V3072,0.34
V3073,0.03
V3074,0.25
V3075,0.81
V3076,0.32
V3077,0.21
V3078,0.14
V3079,0.86
V3080,0.19
V3081,0.37
V3082,0.27
V3083,0.16
V3084,0.37
V3085,0.38
V3086,0.22
V3087,0.78
V3088,0.37
V3089,0.3
V3090,0.78
V3091,0.15
V3092,0.18
V3093,0.81
V3094,0.33
V3095,0.77
V3096,0.37
V3097,0.22
V3098,0.37
V3099,0.07
V3100,0.07
V3101,0.33
V3102,0.15
V3103,0.33
V3104,0.38
V3105,0.37
V3106,0.23
V3107,0.08
V3108,0.18
V3109,0.33
V3110,0.16
V3111,0.38
V3112,0.92
V3113,0.23
V3114,0.37
V3115,0.32
V3116,0.4
V3117,0.38
V3118,0.81
V3119,0.18
V3120,0.32
V3121,0.25
V3122,0.37
V3123,0.27
V3124,0.82
V3125,0.1
V3126,0.15
V3127,0.18
V3128,0.38
V3129,0.44
V3130,0.14
V3131,0.37
V3132,0.27
V3133,0.21
V3134,0.11
V3135,0.18
V3136,0.01
V3137,0.27
V3138,0.05
V3139,0.08
V3140,0.08
V3141,0.19
V3142,0.22
V3143,0.16
V3144,0.19
V3145,0.14
V3146,0.21
V3147,0.1
V3148,0.15
V3149,0.1
V3150,0.1
V3151,0.33
V3152,0.11
V3153,0.27
V3154,0.37
V3155,0.15
V3156,0.01
V3157,0.36
V3158,0.19
V3159,0.23
V3160,0.11
V3161,0.19
V3162,0.29
V3163,0.81
V3164,0.33
V3165,0.26
V3166,0.1
V3167,0.34
V3168,0.05
V3169,0.26
V3170,0.19
V3171,0.37
V3172,0.1
V3173,0.15
V3174,0.33
V3175,0.25
V3176,0.03
V3177,0.27
V3178,0.4
V3179,0.33
V3180,0.29
V3181,0.3
V3182,0.05
V3183,0.32
V3184,0.12
V3185,0.26
V3186,0.45
V3187,0.33
V3188,0.26
V3189,0.14
V3190,0.33
V3191,0.21
V3192,0.27
V3193,0.85
V3194,0.79
V3195,0.12
V3196,0.33
V3197,0.1
V3198,0.01
V3199,0.08
V3200,0.15
V3201,0.26
V3202,0.22
V3203,0.14
V3204,0.16
V3205,0.14
V3206,0.38
V3207,0.3
V3208,0.22
V3209,0.32
V3210,0.79
V3211,0.29
V3212,0.27
V3213,0.34
V3214,0.14
V3215,0.37
V3216,0.33
V3217,0.81
V3218,0.29
V3219,0.29
V3220,0.21
V3221,0.15
V3222,0.4
V3223,0.04
V3224,0.26
V3225,0.14
V3226,0.19
V3227,0.34
V3228,0.23
V3229,0.22
V3230,0.81
V3231,0.34
V3232,0.82
V3233,0.78
V3234,0.07
V3235,0.12
V3236,0.18
V3237,0.16
V3238,0.86
V3239,0.38
V3240,0.07
V3241,0.22
V3242,0.29
V3243,0.08
V3244,0.22
V3245,0.25
V3246,0.36
V3247,0.18
V3248,0.22
V3249,0.37
V3250,0.33
V3251,0.21
V3252,0.19
V3253,0.85
V3254,0.11
V3255,0.14
V3256,0.26
V3257,0.32
V3258,0.11
V3259,0.37
V3260,0.11
V3261,0.32
V3262,0.19
V3263,0.26
V3264,0.1
V3265,0.37
V3266,0.12
V3267,0.4
V3268,0.84
V3269,0.01
V3270,0.04
V3271,0.07
V3272,0.14
V3273,0.18
V3274,0.27
V3275,0.32
V3276,0.29
V3277,0.32
V3278,0.18
V3279,0.21
V3280,0.03
V3281,0.4
V3282,0.33
V3283,0.29
V3284,0.4
V3285,0.08
V3286,0.85
V3287,0.08
V3288,0.32
V3289,0.08
V3290,0.07
V3291,0.11
V3292,0.85
V3293,0.07
V3294,0.4
V3295,0.15
V3296,0.23
V3297,0.4
V3298,0.12
V3299,0.34
V3300,0.03
V3301,0.4
V3302,0.15
V3303,0.29
V3304,0.38
V3305,0.03
V3306,0.26
V3307,0.23
V3308,0.38
V3309,0.88
V3310,0.26
V3311,0.15
V3312,0.36
V3313,0.32
V3314,0.16
V3315,0.11
V3316,0.21
V3317,0.14
V3318,0.37
V3319,0.4
V3320,0.18
V3321,0.49
V3322,0.27
V3323,0.23
V3324,0.38
V3325,0.32
V3326,0.23
V3327,0.81
V3328,0.25
V3329,0.88
V3330,0.38
V3331,0.37
V3332,0.07
V3333,0.81
V3334,0.32
V3335,0.18
V3336,0.04
V3337,0.22
V3338,0.26
V3339,0.15
V3340,0.23
V3341,0.05
V3342,0.23
V3343,0.42
V3344,0.07
V3345,0.27
V3346,0.34
V3347,0.12
V3348,0.05
V3349,0.29
V3350,0.29
V3351,0.38
V3352,0.12
V3353,0.84
V3354,0.3
V3355,0.15
V3356,0.37
V3357,0.37
V3358,0.29
V3359,0.85
V3360,0.32
V3361,0.81
V3362,0.12
V3363,0.04
V3364,0.15
V3365,0.36
V3366,0.07
V3367,0.15
V3368,0.27
V3369,0.4
V3370,0.19
V3371,0.16
V3372,0.04
V3373,0.38
V3374,0.38
V3375,0.27
V3376,0.37
V3377,0.12
V3378,0.14
V3379,0.19
V3380,0.12
V3381,0.36
V3382,0.07
V3383,0.23
V3384,0.07
V3385,0.15
V3386,0.1
V3387,0.19
V3388,0.05
V3389,0.19
V3390,0.32
V3391,0.21
V3392,0.01
V3393,0.33
V3394,0.18
V3395,0.19
V3396,0.37
V3397,0.4
V3398,0.67
V3399,0.9
V3400,0.85
V3401,0.82
V3402,0.07
V3403,0.3
V3404,0.29
V3405,0.07
V3406,0.3
V3407,0.84
V3408,0.4
V3409,0.21
V3410,0.15
V3411,0.34
V3412,0.07
V3413,0.36
V3414,0.36
V3415,0.16
V3416,0.36
V3417,0.12
V3418,0.86
V3419,0.36
V3420,0.4
V3421,0.07
V3422,0.16
V3423,0.3
V3424,0.33
V3425,0.19
V3426,0.89
V3427,0.38
V3428,0.19
V3429,0.12
V3430,0.22
V3431,0.08
V3432,0.29
V3433,0.11
V3434,0.82
V3435,0.16
V3436,0.23
V3437,0.07
V3438,0.15
V3439,0.08
V3440,0.19
V3441,0.41
V3442,0.1
V3443,0.85
V3444,0.97
V3445,0.23
V3446,0.25
V3447,0.4
V3448,0.08
V3449,0.32
V3450,0.82
V3451,0.41
V3452,0.79
V3453,0.18
V3454,0.38
V3455,0.16
V3456,0.32
V3457,0.15
V3458,0.07
V3459,0.1
V3460,0.4
V3461,0.84
V3462,0.38
V3463,0.05
V3464,0.19
V3465,0.79
V3466,0.82
V3467,0.38
V3468,0.37
V3469,0.26
V3470,0.4
V3471,0.04
V3472,0.84
V3473,0.27
V3474,0.27
V3475,0.34
V3476,0.27
V3477,0.4
V3478,0.34
V3479,0.82
V3480,0.08
V3481,0.05
V3482,0.22
V3483,0.27
V3484,0.23
V3485,0.14
V3486,0.32
V3487,0.14
V3488,0.33
V3489,0.1
V3490,0.3
V3491,0.82
V3492,0.16
V3493,0.16
V3494,0.42
V3495,0.3
V3496,0.84
V3497,0.27
V3498,0.08
V3499,0.37
V3500,0.12
V3501,0.08
V3502,0.05
V3503,0.1
V3504,0.36
V3505,0.36
V3506,0.37
V3507,0.25
V3508,0.38
V3509,0.37
V3510,0.79
V3511,0.25
V3512,0.27
V3513,0.29
V3514,0.41
V3515,0.14
V3516,0.22
V3517,0.3
V3518,0.19
V3519,0.08
V3520,0.32
V3521,0.86
V3522,0.85
V3523,0.37
V3524,0.32
V3525,0.33
V3526,0.79
V3527,0.18
V3528,0.38
V3529,0.18
V3530,0.19
V3531,0.16
V3532,0.38
V3533,0.26
V3534,0.23
V3535,0.4
V3536,0.32
V3537,0.1
V3538,0.38
V3539,0.85
V3540,0.11
V3541,0.23
V3542,0.12
V3543,0.19
V3544,0.79
V3545,0.27
V3546,0.16
V3547,0.22
V3548,0.18
V3549,0.33
V3550,0.81
V3551,0.84
V3552,0.29
V3553,0.82
V3554,0.08
V3555,0.4
V3556,0.07
V3557,0.12
V3558,0.18
V3559,0.26
V3560,0.11
V3561,0.4
V3562,0.84
V3563,0.37
V3564,0.32
V3565,0.34
V3566,0.33
V3567,0.29
V3568,0.81
V3569,0.19
V3570,0.99
V3571,0.4
V3572,0.1
V3573,0.08
V3574,0.15
V3575,0.15
V3576,0.07
V3577,0.32
V3578,0.4
V3579,0.05
V3580,0.08
V3581,0.14
V3582,0.21
V3583,0.3
V3584,0.1
V3585,0.32
V3586,0.3
V3587,0.37
V3588,0.01
V3589,0.12
V3590,0.16
V3591,0.29
V3592,0.41
V3593,0.37
V3594,0.15
V3595,0.15
V3596,0.32
V3597,0.37
V3598,0.18
V3599,0.11
V3600,0.22
V3601,0.1
V3602,0.27
V3603,0.22
V3604,0.19
V3605,0.29
V3606,0.3
V3607,0.08
V3608,0.15
V3609,0.19
V3610,0.37
V3611,0.21
V3612,0.82
V3613,0.79
V3614,0.58
V3615,0.26
V3616,0.11
V3617,0.21
V3618,0.33
V3619,0.12
V3620,0.27
V3621,0.19
V3622,0.88
V3623,0.07
V3624,0.19
